
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;nordea generationsfond 60-tal;nordea generationsfond 70-tal;nordea generationsfond 80-tal;nordea generationsfond 90-tal;nordea generationsfond senior;nordea global;nordea indienfond;nordea kinafond;nordea obligationsfond;nordea realräntefond;nordea småbolagsfond norden;nordea stratega ränta;nordea swedish bond stars;nordea swedish stars;odin emerging markets c;odin fastighet c;odin global c;
2022-02-25;;;;;;;;;;;;;;;;;;
2022-02-28;;;;;;;;;;;;;;;;;;
2022-03-01;;;;;;;;;;;;;;;;;;
2022-05-31;;;;;;;;;;;;;;;;;;
2022-06-07;;;;;;;;;;;;;;;;;;
2022-06-08;;;;;;;;;;;;;;;;;;
2022-06-16;;;;;;;;;;;;;;;;;;
2022-06-28;;;;;;;;;;;;;;;;;;
2022-08-22;;;;;;;;;;;;;;;;;;
2022-08-30;;;;;;;;;;;;;;;;;;
2022-09-30;;;;;;;;;;;;;;;;;;
2022-10-03;;;;;;;;;;;;;;;;;;
2022-10-04;;;;;;;;;;;;;;;;;;
2022-10-05;;;;;;;;;;;;;;;;;;
2022-10-06;-0,127;-0,146;-0,146;-0,145;-0,072;-0,137;-0,094;-0,030;-0,031;-0,027;-0,152;-0,048;-0,046;-0,129;-0,064;-0,081;-0,088;
2022-10-07;-0,134;-0,153;-0,153;-0,152;-0,075;-0,144;-0,092;-0,035;-0,033;-0,028;-0,160;-0,050;-0,046;-0,137;-0,068;-0,106;-0,100;
2022-10-10;-0,134;-0,152;-0,152;-0,151;-0,076;-0,143;-0,088;-0,048;-0,033;-0,025;-0,161;-0,050;-0,046;-0,135;-0,067;-0,106;-0,100;
2022-10-11;-0,138;-0,157;-0,157;-0,156;-0,077;-0,146;-0,094;-0,059;-0,034;-0,025;-0,163;-0,051;-0,046;-0,138;-0,071;-0,100;-0,104;
2022-10-12;-0,137;-0,156;-0,156;-0,155;-0,076;-0,146;-0,092;-0,060;-0,035;-0,024;-0,164;-0,052;-0,047;-0,138;-0,069;-0,102;-0,105;
2022-10-13;-0,141;-0,161;-0,161;-0,160;-0,077;-0,151;-0,095;-0,071;-0,034;-0,021;-0,165;-0,053;-0,046;-0,139;-0,072;-0,106;-0,115;
2022-10-14;-0,129;-0,148;-0,148;-0,147;-0,073;-0,136;-0,092;-0,061;-0,032;-0,020;-0,151;-0,051;-0,045;-0,126;-0,067;-0,082;-0,102;
2022-10-17;-0,131;-0,150;-0,150;-0,149;-0,073;-0,140;-0,090;-0,063;-0,032;-0,020;-0,147;-0,051;-0,045;-0,120;-0,071;-0,072;-0,098;
2022-10-18;-0,127;-0,146;-0,146;-0,145;-0,072;-0,139;-0,092;-0,061;-0,032;-0,020;-0,142;-0,051;-0,045;-0,115;-0,073;-0,067;-0,095;
2022-10-19;-0,130;-0,149;-0,149;-0,148;-0,073;-0,138;-0,092;-0,072;-0,034;-0,023;-0,145;-0,052;-0,046;-0,117;-0,076;-0,087;-0,102;
2022-10-20;-0,130;-0,149;-0,149;-0,148;-0,074;-0,136;-0,091;-0,080;-0,035;-0,024;-0,148;-0,052;-0,046;-0,123;-0,075;-0,083;-0,099;
2022-10-21;-0,130;-0,149;-0,149;-0,148;-0,074;-0,134;-0,086;-0,077;-0,036;-0,024;-0,147;-0,054;-0,046;-0,122;-0,076;-0,094;-0,104;
2022-10-24;-0,124;-0,143;-0,143;-0,142;-0,071;-0,127;;-0,118;-0,034;-0,022;-0,140;-0,052;-0,045;-0,115;;-0,093;-0,096;
2022-10-25;-0,125;-0,144;-0,144;-0,144;-0,070;-0,131;-0,093;-0,117;-0,032;-0,021;-0,138;-0,051;-0,045;-0,118;-0,088;-0,076;-0,091;
2022-10-26;-0,125;-0,145;-0,145;-0,144;-0,070;-0,132;;-0,116;-0,032;-0,022;-0,137;-0,050;-0,045;-0,118;-0,090;-0,074;-0,091;
2022-10-27;-0,123;-0,144;-0,144;-0,143;-0,068;-0,133;-0,097;-0,115;-0,030;-0,020;-0,132;-0,048;-0,044;-0,116;-0,087;-0,065;-0,092;
2022-10-28;-0,122;-0,143;-0,143;-0,142;-0,069;-0,130;-0,094;-0,132;-0,031;-0,021;-0,133;-0,049;-0,045;-0,113;-0,087;-0,063;-0,091;
2022-10-31;-0,119;-0,138;-0,138;-0,137;-0,068;-0,123;-0,089;-0,134;-0,032;-0,021;-0,132;-0,049;-0,045;-0,114;-0,088;-0,054;-0,091;
2022-11-01;-0,119;-0,138;-0,138;-0,137;-0,068;-0,125;;;-0,031;-0,021;-0,133;;-0,044;-0,111;-0,081;-0,034;-0,093;
2022-11-02;-0,119;-0,138;-0,138;-0,137;-0,068;-0,126;-0,091;-0,096;-0,031;-0,021;-0,131;-0,048;-0,045;-0,110;-0,078;-0,032;-0,093;
2022-11-03;;;;;;;;;;;;;;;;;;
2022-11-04;-0,123;-0,144;-0,144;-0,143;-0,068;-0,135;-0,090;-0,082;-0,031;-0,022;-0,131;-0,049;-0,044;-0,108;-0,078;-0,050;-0,106;
2022-11-07;-0,124;-0,145;-0,145;-0,144;-0,068;-0,138;;-0,078;-0,031;-0,022;-0,127;-0,048;-0,044;-0,106;-0,080;-0,038;-0,102;
2022-11-08;-0,121;-0,141;-0,141;-0,141;-0,067;-0,133;;-0,088;-0,031;-0,021;-0,123;-0,049;-0,044;-0,101;-0,082;-0,034;-0,099;
2022-11-09;-0,120;-0,141;-0,141;-0,140;-0,066;-0,134;-0,092;-0,095;-0,030;-0,021;-0,123;-0,048;-0,044;-0,101;-0,085;-0,035;-0,100;
2022-11-10;-0,113;-0,134;-0,134;-0,133;-0,063;-0,129;-0,094;-0,087;-0,026;-0,017;-0,113;-0,045;-0,043;-0,087;-0,098;-0,010;-0,086;
2022-11-11;-0,113;-0,134;-0,134;-0,133;-0,063;-0,135;-0,106;-0,084;-0,028;-0,019;-0,107;-0,045;-0,043;-0,086;-0,099;-0,003;-0,084;
2022-11-14;-0,111;-0,131;-0,131;-0,130;-0,062;-0,130;-0,105;-0,072;-0,027;-0,018;-0,104;-0,043;-0,043;-0,083;-0,096;-0,009;-0,083;
2022-11-15;-0,110;-0,130;-0,130;-0,129;-0,062;-0,129;-0,107;-0,055;-0,027;-0,018;-0,107;-0,042;-0,042;-0,086;-0,091;-0,014;-0,081;
2022-11-16;-0,112;-0,132;-0,132;-0,131;-0,062;-0,131;-0,106;-0,057;-0,025;-0,017;-0,111;-0,041;-0,042;-0,089;-0,089;-0,024;-0,083;
2022-11-17;-0,114;-0,133;-0,133;-0,132;-0,063;-0,130;-0,101;-0,056;-0,025;-0,017;-0,114;-0,042;-0,042;-0,094;-0,083;-0,029;-0,082;
2022-11-18;;;;;;;;;;;;;;;;;;
2022-11-21;-0,107;-0,126;-0,126;-0,125;-0,061;-0,121;-0,102;-0,061;-0,024;-0,015;-0,110;-0,041;-0,042;-0,087;-0,082;-0,024;-0,077;
2022-11-22;-0,106;-0,125;-0,125;-0,124;-0,061;-0,121;-0,100;-0,071;-0,024;-0,015;-0,108;-0,041;-0,042;-0,086;-0,086;-0,028;-0,080;
2022-11-23;-0,106;-0,126;-0,126;-0,125;-0,060;-0,123;-0,107;-0,075;-0,023;-0,014;-0,106;-0,040;-0,042;-0,085;-0,086;-0,023;-0,075;
2022-11-24;;;;;-0,060;;-0,107;-0,078;-0,020;-0,014;-0,102;-0,039;-0,042;-0,084;-0,088;-0,013;;
2022-11-25;-0,106;-0,126;-0,126;-0,125;-0,060;-0,124;-0,105;-0,081;-0,023;-0,015;-0,100;-0,040;-0,042;-0,083;-0,090;-0,020;;
2022-11-28;-0,108;-0,128;-0,128;-0,127;-0,060;-0,127;-0,105;-0,085;-0,023;-0,015;-0,104;-0,040;-0,043;-0,087;-0,089;-0,022;-0,079;
2022-11-29;;;;;;;;;;;;;;;;;;
2022-11-30;-0,108;-0,127;-0,127;-0,126;-0,061;-0,128;-0,093;-0,043;-0,023;-0,015;-0,104;-0,040;-0,042;-0,083;-0,073;-0,035;-0,081;
2022-12-01;-0,103;-0,122;-0,122;-0,122;-0,058;-0,122;-0,097;-0,043;-0,018;-0,011;-0,099;-0,037;-0,041;-0,079;-0,076;-0,029;-0,071;
2022-12-02;-0,104;-0,124;-0,124;-0,123;-0,059;-0,124;-0,100;-0,043;-0,019;-0,011;-0,098;-0,037;-0,041;-0,080;-0,074;-0,017;-0,071;
2022-12-05;-0,106;-0,126;-0,126;-0,125;-0,059;-0,128;-0,107;-0,025;-0,020;-0,011;-0,095;-0,037;-0,042;-0,079;-0,068;-0,009;-0,072;
2022-12-06;-0,108;-0,128;-0,128;-0,127;-0,059;;;;-0,018;;;;-0,041;-0,084;-0,072;-0,012;-0,078;
2022-12-07;-0,112;-0,133;-0,133;-0,132;-0,059;-0,135;-0,111;-0,039;-0,016;-0,010;-0,104;-0,036;-0,041;-0,090;-0,079;-0,017;-0,085;
2022-12-08;-0,110;-0,131;-0,131;-0,130;-0,058;-0,133;-0,108;-0,021;-0,016;-0,011;-0,107;-0,036;-0,040;-0,090;-0,074;-0,016;-0,083;
2022-12-09;-0,108;-0,129;-0,129;-0,128;-0,057;-0,132;-0,111;-0,011;-0,016;-0,010;-0,101;-0,036;-0,040;-0,084;-0,072;-0,013;-0,082;
2022-12-12;-0,110;-0,132;-0,132;-0,131;-0,058;-0,135;-0,113;-0,024;-0,016;-0,009;-0,104;-0,036;-0,040;-0,086;-0,079;-0,018;-0,084;
2022-12-13;;;;;;;;;;;;;;;;;;
2022-12-14;-0,105;-0,126;-0,126;-0,125;-0,056;-0,129;-0,114;-0,023;-0,016;-0,009;-0,096;-0,035;-0,040;-0,076;-0,078;0,006;-0,078;
2022-12-15;-0,114;-0,137;-0,137;-0,136;-0,059;-0,141;-0,117;-0,024;-0,020;-0,012;-0,103;-0,037;-0,040;-0,087;-0,081;-0,006;-0,088;
2022-12-16;-0,116;-0,137;-0,138;-0,137;-0,061;-0,141;-0,120;-0,019;-0,025;-0,016;-0,112;-0,039;-0,042;-0,093;-0,081;-0,025;-0,094;
2022-12-19;-0,118;-0,139;-0,139;-0,138;-0,062;-0,143;-0,116;-0,023;-0,025;-0,016;-0,114;-0,039;-0,042;-0,096;-0,077;-0,030;-0,090;
2022-12-20;-0,119;-0,140;-0,140;-0,140;-0,063;-0,144;-0,115;-0,029;-0,027;-0,017;-0,116;-0,041;-0,042;-0,099;-0,083;-0,035;-0,094;
2022-12-21;-0,117;-0,138;-0,138;-0,137;-0,063;-0,141;-0,122;-0,029;-0,028;-0,019;-0,113;-0,041;-0,043;-0,096;-0,080;-0,022;-0,089;
2022-12-22;-0,118;-0,138;-0,138;-0,137;-0,064;-0,141;-0,122;-0,019;-0,031;-0,021;-0,113;-0,042;-0,043;-0,096;-0,077;-0,026;-0,094;
2022-12-23;-0,118;-0,138;-0,138;-0,137;-0,064;-0,142;-0,127;-0,019;-0,031;-0,021;-0,110;-0,042;-0,043;-0,096;-0,077;-0,017;-0,090;
2022-12-27;-0,117;-0,137;-0,137;-0,136;-0,064;-0,141;-0,121;;-0,034;-0,024;-0,109;-0,043;-0,044;-0,093;;-0,019;;
2022-12-28;-0,117;-0,138;-0,138;-0,137;-0,064;-0,143;-0,123;-0,016;-0,034;-0,023;-0,111;-0,043;-0,044;-0,094;-0,077;-0,021;-0,091;
2022-12-29;-0,116;-0,136;-0,136;-0,136;-0,064;-0,141;-0,120;-0,017;-0,033;-0,023;-0,107;-0,043;-0,043;-0,090;-0,076;-0,016;-0,087;
2022-12-30;-0,119;-0,139;-0,139;-0,139;-0,064;-0,144;-0,123;-0,019;-0,034;-0,023;-0,107;-0,043;-0,043;-0,092;-0,079;-0,018;-0,093;
2023-01-02;;;;;-0,063;;-0,120;;-0,032;-0,022;-0,103;;-0,043;-0,091;;-0,008;;
2023-01-03;-0,114;-0,133;-0,133;-0,132;-0,062;-0,138;-0,115;-0,004;-0,030;-0,020;-0,099;-0,041;-0,043;-0,085;-0,067;0,000;-0,082;
2023-01-04;-0,111;-0,130;-0,130;-0,129;-0,061;-0,137;-0,120;0,006;-0,027;-0,019;-0,098;-0,040;-0,042;-0,080;-0,062;0,008;-0,080;
2023-01-05;-0,110;-0,127;-0,127;-0,127;-0,061;-0,135;-0,116;0,019;-0,027;-0,020;-0,097;-0,040;-0,042;-0,076;-0,061;0,002;-0,079;
2023-01-09;-0,106;-0,124;-0,124;-0,123;-0,059;-0,133;-0,120;0,024;-0,026;-0,018;-0,092;-0,038;-0,041;-0,069;-0,060;0,008;-0,078;
2023-01-10;-0,107;-0,125;-0,125;-0,124;-0,059;-0,135;-0,121;0,023;-0,025;-0,018;-0,093;-0,038;-0,041;-0,070;-0,059;0,014;-0,078;
2023-01-11;-0,103;-0,120;-0,120;-0,119;-0,057;-0,130;-0,119;0,028;-0,020;-0,015;-0,090;-0,036;-0,040;-0,064;-0,057;0,024;-0,071;
2023-01-12;-0,101;-0,116;-0,117;-0,116;-0,056;-0,127;-0,119;0,028;-0,018;-0,014;-0,083;-0,034;-0,039;-0,061;-0,054;0,029;-0,070;
2023-01-13;-0,101;-0,117;-0,117;-0,116;-0,056;-0,128;-0,120;0,032;-0,019;-0,013;-0,084;-0,034;-0,040;-0,063;-0,051;0,033;-0,070;
2023-01-16;;;;;-0,056;;-0,122;0,034;-0,021;-0,014;-0,080;-0,035;-0,040;-0,060;-0,051;0,044;;
2023-01-17;-0,099;-0,115;-0,115;-0,114;-0,055;-0,125;-0,122;0,028;-0,020;-0,015;-0,080;-0,034;-0,040;-0,060;-0,052;0,043;-0,068;
2023-01-18;-0,100;-0,116;-0,116;-0,116;-0,054;-0,129;-0,121;0,024;-0,017;-0,012;-0,075;-0,032;-0,039;-0,058;-0,051;0,043;-0,066;
2023-01-19;-0,106;-0,123;-0,123;-0,122;-0,056;-0,137;-0,122;0,026;-0,019;-0,014;-0,081;-0,033;-0,039;-0,068;-0,054;0,024;-0,075;
2023-01-20;-0,105;-0,122;-0,122;-0,121;-0,057;-0,135;-0,122;0,034;-0,021;-0,016;-0,081;-0,034;-0,039;-0,069;-0,049;0,030;-0,071;
2023-01-23;-0,102;-0,119;-0,119;-0,118;-0,056;-0,131;-0,126;;-0,022;-0,016;-0,079;-0,034;-0,039;-0,067;;0,036;-0,069;
2023-01-24;-0,102;-0,118;-0,119;-0,118;-0,056;-0,131;-0,129;;-0,022;-0,016;-0,078;-0,034;-0,039;-0,068;;0,040;-0,069;
2023-01-25;-0,103;-0,120;-0,121;-0,120;-0,055;-0,133;-0,132;;-0,020;-0,015;-0,080;-0,033;-0,038;-0,067;;0,035;-0,076;
2023-01-26;;;;;;;;;;;;;;;;;;
2023-01-27;-0,097;-0,111;-0,112;-0,111;-0,055;-0,121;-0,135;0,049;-0,022;-0,018;-0,075;-0,033;-0,038;-0,065;-0,045;0,038;-0,069;
2023-01-30;-0,097;-0,110;-0,111;-0,110;-0,055;-0,120;-0,133;0,036;-0,023;-0,017;-0,076;-0,034;-0,038;-0,063;-0,047;0,029;-0,067;
2023-01-31;-0,096;-0,110;-0,110;-0,109;-0,055;-0,118;-0,127;0,038;-0,022;-0,016;-0,079;-0,033;-0,038;-0,066;-0,046;0,019;-0,067;
2023-02-01;-0,094;-0,106;-0,107;-0,106;-0,054;-0,115;-0,130;0,043;-0,021;-0,016;-0,073;-0,033;-0,038;-0,063;-0,041;0,029;-0,060;
2023-02-02;-0,090;-0,102;-0,102;-0,101;-0,052;-0,112;-0,135;0,036;-0,015;-0,011;-0,066;-0,029;-0,036;-0,056;-0,037;0,058;-0,049;
2023-02-03;;;;;;;;;;;;;;;;;;
2023-02-06;-0,090;-0,101;-0,101;-0,100;-0,053;-0,108;-0,125;0,027;-0,019;-0,015;-0,069;-0,031;-0,037;-0,056;-0,037;0,032;-0,047;
2023-02-07;-0,090;-0,100;-0,100;-0,099;-0,053;-0,107;-0,122;0,034;-0,020;-0,015;-0,070;-0,032;-0,037;-0,057;-0,037;0,030;-0,050;
2023-02-08;-0,088;-0,098;-0,098;-0,098;-0,053;-0,103;-0,121;0,029;-0,020;-0,015;-0,067;-0,032;-0,037;-0,055;-0,039;0,032;-0,050;
2023-02-09;-0,093;-0,106;-0,106;-0,106;-0,054;-0,114;-0,131;0,027;-0,025;-0,020;-0,077;-0,033;-0,038;-0,058;-0,046;0,022;-0,059;
2023-02-10;-0,097;-0,110;-0,110;-0,110;-0,056;-0,117;-0,127;0,021;-0,030;-0,023;-0,081;-0,035;-0,039;-0,067;-0,052;0,021;-0,069;
2023-02-13;-0,094;-0,107;-0,107;-0,106;-0,056;-0,113;-0,131;0,024;-0,031;-0,023;-0,079;-0,036;-0,040;-0,060;-0,049;0,018;-0,064;
2023-02-14;-0,093;-0,106;-0,107;-0,106;-0,056;-0,113;-0,132;0,017;-0,031;-0,023;-0,074;-0,036;-0,040;-0,059;-0,051;0,029;-0,061;
2023-02-15;-0,093;-0,105;-0,105;-0,105;-0,057;-0,112;-0,126;0,016;-0,032;-0,024;-0,075;-0,037;-0,040;-0,060;-0,051;0,020;-0,059;
2023-02-16;-0,093;-0,105;-0,105;-0,104;-0,056;-0,112;-0,123;0,019;-0,031;-0,024;-0,076;-0,037;-0,040;-0,060;-0,048;0,014;-0,058;
2023-02-17;-0,094;-0,106;-0,106;-0,105;-0,057;-0,113;-0,122;0,014;-0,031;-0,024;-0,074;-0,038;-0,040;-0,058;-0,052;0,012;-0,060;
2023-02-20;;;;;-0,057;;-0,131;0,013;-0,034;-0,026;-0,075;-0,039;-0,041;-0,060;-0,055;0,009;;
2023-02-21;;;;;;;;;;;;;;;;;;
2023-02-22;-0,101;-0,116;-0,116;-0,115;-0,059;-0,125;-0,139;-0,003;-0,038;-0,027;-0,086;-0,041;-0,042;-0,064;-0,063;-0,008;-0,074;
2023-02-23;;;;;;;;;;;;;;;;;;
2023-02-24;-0,102;-0,117;-0,118;-0,117;-0,060;-0,126;-0,135;-0,009;-0,039;-0,025;-0,089;-0,041;-0,042;-0,065;-0,059;-0,016;-0,075;
2023-02-27;-0,099;-0,114;-0,114;-0,113;-0,060;-0,122;-0,138;-0,012;-0,039;-0,024;-0,084;-0,041;-0,043;-0,059;-0,060;-0,006;-0,070;
2023-02-28;-0,101;-0,115;-0,116;-0,115;-0,060;-0,125;-0,139;-0,016;-0,040;-0,023;-0,084;-0,042;-0,043;-0,059;-0,061;-0,004;-0,072;
2023-03-01;-0,100;-0,114;-0,114;-0,114;-0,060;-0,124;-0,137;0,002;-0,039;-0,021;-0,085;-0,042;-0,042;-0,059;-0,051;-0,010;-0,071;
2023-03-02;-0,101;-0,115;-0,115;-0,115;-0,060;-0,125;-0,136;0,002;-0,038;-0,020;-0,085;-0,042;-0,042;-0,062;-0,053;-0,011;-0,073;
2023-03-03;;;;;;;;;;;;;;;;;;
2023-03-06;-0,095;-0,107;-0,107;-0,107;-0,059;-0,115;-0,126;0,003;-0,037;-0,018;-0,079;-0,041;-0,042;-0,053;-0,049;-0,007;-0,065;
2023-03-07;-0,094;-0,105;-0,105;-0,105;-0,058;-0,112;;0,000;-0,035;-0,017;-0,079;-0,040;-0,042;-0,054;-0,050;-0,012;-0,064;
2023-03-08;-0,095;-0,106;-0,107;-0,106;-0,059;-0,113;-0,118;-0,005;-0,035;-0,017;-0,081;-0,040;-0,042;-0,058;-0,050;-0,019;-0,069;
2023-03-09;-0,094;-0,105;-0,105;-0,105;-0,060;-0,111;-0,120;-0,010;-0,035;-0,018;-0,082;-0,041;-0,042;-0,055;-0,051;-0,032;-0,066;
2023-03-10;-0,102;-0,116;-0,116;-0,115;-0,060;-0,122;-0,123;-0,016;-0,031;-0,015;-0,088;-0,039;-0,041;-0,067;-0,057;-0,041;-0,077;
2023-03-13;-0,105;-0,120;-0,120;-0,119;-0,058;-0,127;-0,134;-0,013;-0,024;-0,009;-0,098;-0,036;-0,039;-0,075;-0,056;-0,032;-0,084;
2023-03-14;-0,106;-0,122;-0,122;-0,121;-0,059;-0,129;-0,144;-0,026;-0,028;-0,013;-0,090;-0,039;-0,040;-0,069;-0,063;-0,025;-0,079;
2023-03-15;-0,109;-0,126;-0,126;-0,125;-0,060;-0,133;-0,144;-0,026;-0,026;-0,010;-0,102;-0,037;-0,040;-0,083;-0,065;-0,032;-0,089;
2023-03-16;-0,108;-0,125;-0,125;-0,124;-0,060;-0,132;-0,146;-0,027;-0,027;-0,012;-0,100;-0,038;-0,040;-0,083;-0,068;-0,038;-0,086;
2023-03-17;-0,109;-0,125;-0,125;-0,125;-0,060;-0,131;-0,142;-0,017;-0,025;-0,011;-0,104;-0,037;-0,040;-0,088;-0,069;-0,045;-0,088;
2023-03-20;-0,109;-0,126;-0,126;-0,126;-0,059;-0,133;-0,150;-0,031;-0,025;-0,012;-0,102;-0,038;-0,039;-0,082;-0,075;-0,047;-0,088;
2023-03-21;-0,107;-0,125;-0,125;-0,124;-0,059;-0,133;-0,152;-0,027;-0,027;-0,014;-0,099;-0,038;-0,039;-0,078;-0,079;-0,053;-0,090;
2023-03-22;-0,105;-0,121;-0,121;-0,121;-0,059;-0,128;-0,150;-0,023;-0,028;-0,017;-0,098;-0,039;-0,040;-0,075;-0,075;-0,069;-0,089;
2023-03-23;-0,106;-0,123;-0,123;-0,123;-0,059;-0,131;-0,151;-0,014;-0,026;-0,013;-0,098;-0,037;-0,040;-0,077;-0,072;-0,071;-0,090;
2023-03-24;-0,108;-0,125;-0,125;-0,125;-0,058;-0,133;-0,149;-0,009;-0,023;-0,014;-0,102;-0,036;-0,039;-0,084;-0,067;-0,084;-0,089;
2023-03-27;-0,105;-0,122;-0,122;-0,121;-0,058;-0,129;-0,150;-0,016;-0,026;-0,017;-0,099;-0,037;-0,039;-0,079;-0,070;-0,080;-0,084;
2023-03-28;;;;;;;;;;;;;;;;;;
2023-03-29;-0,102;-0,117;-0,118;-0,117;-0,057;-0,126;-0,145;-0,004;-0,026;-0,017;-0,097;-0,037;-0,039;-0,076;-0,066;-0,078;-0,080;
2023-03-30;-0,099;-0,114;-0,114;-0,114;-0,057;-0,123;;-0,003;-0,028;-0,018;-0,089;-0,037;-0,039;-0,065;-0,063;-0,058;-0,073;
2023-03-31;-0,097;-0,111;-0,112;-0,111;-0,056;-0,122;-0,140;-0,002;-0,027;-0,018;-0,085;-0,037;-0,039;-0,058;-0,063;-0,052;-0,069;
2023-04-03;-0,095;-0,108;-0,108;-0,108;-0,056;-0,116;-0,139;-0,004;-0,027;-0,018;-0,087;-0,036;-0,039;-0,058;-0,066;-0,053;-0,069;
2023-04-04;;;;;;;;-0,011;;;;;;;;-0,038;-0,063;
2023-04-05;-0,096;-0,111;-0,111;-0,111;-0,054;-0,119;-0,138;;-0,026;-0,017;-0,090;-0,034;-0,038;-0,063;;;;
2023-04-06;-0,095;-0,109;-0,110;-0,109;-0,054;-0,116;-0,132;-0,008;-0,025;-0,016;-0,087;-0,033;-0,037;-0,060;;;;
2023-04-11;-0,092;-0,105;-0,106;-0,105;-0,054;-0,113;-0,130;-0,004;-0,028;-0,019;-0,081;-0,035;-0,038;-0,055;-0,054;-0,037;-0,056;
2023-04-12;-0,093;-0,107;-0,107;-0,106;-0,054;-0,117;-0,132;-0,014;-0,029;-0,020;-0,081;-0,035;-0,038;-0,050;-0,067;-0,032;-0,063;
2023-04-13;-0,095;-0,109;-0,109;-0,109;-0,054;-0,120;-0,131;-0,016;-0,029;-0,020;-0,081;-0,035;-0,038;-0,052;-0,067;-0,034;-0,062;
2023-04-14;-0,091;-0,104;-0,104;-0,104;-0,054;-0,115;;-0,017;-0,029;-0,023;-0,074;-0,036;-0,039;-0,044;-0,066;-0,019;-0,060;
2023-04-17;-0,091;-0,104;-0,104;-0,104;-0,055;-0,115;-0,135;-0,012;-0,032;-0,025;-0,069;-0,037;-0,039;-0,046;-0,062;-0,013;-0,057;
2023-04-18;-0,091;-0,103;-0,103;-0,103;-0,055;-0,115;-0,136;-0,011;-0,032;-0,025;-0,071;-0,037;-0,039;-0,044;-0,065;-0,018;-0,059;
2023-04-19;-0,092;-0,105;-0,105;-0,105;-0,056;-0,117;-0,136;-0,015;-0,034;-0,027;-0,071;-0,038;-0,040;-0,047;-0,066;-0,022;-0,059;
2023-04-20;-0,093;-0,106;-0,106;-0,105;-0,056;-0,117;-0,136;-0,016;-0,033;-0,026;-0,075;-0,038;-0,039;-0,048;-0,067;-0,026;-0,059;
2023-04-21;-0,093;-0,106;-0,106;-0,105;-0,056;-0,116;-0,137;-0,027;-0,032;-0,027;-0,075;-0,037;-0,039;-0,047;-0,073;-0,030;-0,058;
2023-04-24;-0,093;-0,107;-0,107;-0,106;-0,055;-0,118;-0,135;-0,034;-0,033;-0,027;-0,075;-0,038;-0,039;-0,045;-0,075;-0,032;-0,057;
2023-04-25;;;;;;;;;;;;;;;;;;
2023-04-26;-0,096;-0,111;-0,111;-0,111;-0,054;-0,122;-0,133;-0,041;-0,029;-0,024;-0,080;-0,035;-0,038;-0,050;-0,078;-0,051;-0,063;
2023-04-27;-0,094;-0,109;-0,109;-0,109;-0,054;-0,120;-0,132;-0,042;-0,029;-0,024;-0,075;-0,036;-0,037;-0,043;-0,073;-0,036;-0,059;
2023-04-28;-0,092;-0,106;-0,106;-0,105;-0,053;-0,116;-0,128;-0,038;-0,027;-0,023;-0,073;-0,035;-0,037;-0,042;-0,069;-0,032;-0,052;
2023-05-02;-0,091;-0,105;-0,105;-0,105;-0,053;-0,114;-0,127;-0,040;-0,028;-0,024;-0,076;-0,035;-0,037;-0,046;-0,071;-0,050;-0,056;
2023-05-03;-0,093;-0,107;-0,108;-0,107;-0,053;-0,119;-0,129;-0,048;-0,027;-0,024;-0,077;-0,034;-0,037;-0,047;-0,074;-0,053;-0,054;
2023-05-04;-0,096;-0,112;-0,112;-0,111;-0,054;-0,127;-0,126;-0,044;-0,027;-0,023;-0,076;-0,034;-0,037;-0,049;-0,076;-0,054;-0,059;
2023-05-05;-0,095;-0,110;-0,111;-0,110;-0,053;-0,123;-0,130;-0,042;-0,027;-0,023;-0,071;-0,034;-0,036;-0,049;-0,080;-0,050;-0,062;
2023-05-08;-0,095;-0,110;-0,111;-0,110;-0,053;-0,124;-0,127;-0,043;-0,028;-0,023;-0,072;-0,035;-0,037;-0,048;-0,083;-0,064;-0,063;
2023-05-09;-0,095;-0,110;-0,110;-0,110;-0,053;-0,122;;;-0,028;-0,023;-0,078;;-0,037;-0,051;-0,083;-0,084;-0,062;
2023-05-10;-0,095;-0,110;-0,110;-0,110;-0,054;-0,121;-0,123;-0,050;-0,027;-0,021;-0,077;-0,035;-0,037;-0,055;-0,083;-0,082;-0,061;
2023-05-11;-0,094;-0,108;-0,108;-0,108;-0,053;-0,119;-0,121;-0,047;-0,024;-0,019;-0,069;-0,033;-0,036;-0,050;-0,080;-0,069;-0,054;
2023-05-12;-0,093;-0,106;-0,107;-0,106;-0,053;-0,116;-0,119;-0,050;-0,025;-0,019;-0,071;-0,034;-0,037;-0,048;-0,081;-0,079;-0,055;
2023-05-15;-0,092;-0,105;-0,105;-0,105;-0,053;-0,115;-0,114;-0,039;-0,025;-0,019;-0,069;-0,034;-0,036;-0,046;-0,076;-0,076;-0,051;
2023-05-16;-0,092;-0,105;-0,105;-0,105;-0,053;-0,114;-0,116;-0,037;-0,026;-0,020;-0,070;-0,034;-0,036;-0,047;;;;
2023-05-17;-0,091;-0,103;-0,104;-0,103;-0,053;-0,111;-0,115;-0,042;-0,025;-0,019;-0,071;-0,034;-0,036;-0,047;;;;
2023-05-19;-0,085;-0,094;-0,095;-0,094;-0,054;-0,100;-0,113;-0,044;-0,029;-0,021;-0,066;-0,036;-0,037;-0,038;-0,066;-0,081;-0,038;
