
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[swedbank robur small cap europe a][swedbank robur småbolagsfond europa a];[];[];[];
# ;swedbank robur access asien a;swedbank robur access europa a;swedbank robur access global a;swedbank robur access sverige a;swedbank robur access usa a;swedbank robur aktiefond pension;swedbank robur europafond a;swedbank robur fastighet a;swedbank robur healthcare a;swedbank robur mixfond pension;swedbank robur nordenfond;swedbank robur obligation a;swedbank robur räntefond kort a;swedbank robur small cap europe a;swedbank robur småbolagsfond sverige a;swedbank robur technology a;swedbank robur transfer 50;
2023-06-02;-0,032;-0,067;-0,081;-0,057;-0,090;-0,095;;-0,045;0,031;-0,047;-0,053;-0,037;-0,031;0,036;-0,045;-0,100;-0,049;
2023-06-05;-0,027;-0,063;-0,073;-0,054;-0,082;-0,089;;-0,034;0,039;-0,044;-0,049;-0,038;-0,031;0,038;-0,043;-0,097;-0,048;
2023-06-07;-0,025;-0,063;-0,073;-0,052;-0,082;-0,089;;-0,033;0,034;-0,044;-0,048;-0,038;-0,031;0,038;-0,042;-0,096;-0,048;
2023-06-08;-0,026;-0,063;-0,076;-0,055;-0,085;-0,091;;-0,037;0,034;-0,045;-0,050;-0,038;-0,031;0,039;-0,047;-0,103;-0,048;
2023-06-09;-0,023;-0,064;-0,072;-0,055;-0,080;-0,088;;-0,034;0,036;-0,044;-0,049;-0,037;-0,031;0,040;-0,044;-0,094;-0,047;
2023-06-12;-0,023;-0,064;-0,073;-0,055;-0,081;-0,088;;-0,039;0,035;-0,044;-0,050;-0,037;-0,031;0,042;-0,042;-0,095;-0,046;
2023-06-13;-0,020;-0,063;-0,070;-0,052;-0,078;-0,085;;-0,039;0,035;-0,043;-0,048;-0,037;-0,031;0,043;-0,040;-0,089;-0,046;
2023-06-14;-0,025;-0,063;-0,071;-0,052;-0,080;-0,087;;-0,038;0,030;-0,044;-0,048;-0,038;-0,031;0,043;-0,041;-0,089;-0,047;
2023-06-15;-0,022;-0,064;-0,072;-0,055;-0,080;-0,087;;-0,042;0,031;-0,045;-0,051;-0,039;-0,031;0,039;-0,045;-0,089;-0,048;
2023-06-16;-0,019;-0,059;-0,068;-0,053;-0,076;-0,084;;-0,039;0,036;-0,043;-0,047;-0,039;-0,031;0,044;-0,044;-0,084;-0,047;
2023-06-19;-0,018;-0,060;;-0,058;;;;;;-0,043;-0,050;-0,040;-0,031;0,042;-0,052;;-0,047;
2023-06-20;-0,020;-0,058;-0,065;-0,060;-0,072;-0,084;;-0,043;0,037;-0,042;-0,050;-0,039;-0,031;0,041;-0,055;-0,081;-0,047;
2023-06-21;-0,028;-0,064;-0,070;-0,066;-0,077;-0,089;;-0,047;0,034;-0,046;-0,056;-0,040;-0,031;0,034;-0,062;-0,088;-0,049;
2023-06-22;;-0,068;-0,074;-0,070;-0,081;-0,093;;-0,055;0,034;-0,049;-0,061;-0,041;-0,031;0,028;-0,065;-0,095;-0,051;
2023-06-26;-0,035;-0,069;-0,074;-0,070;-0,079;-0,092;;-0,056;0,029;-0,049;-0,061;-0,040;-0,031;0,023;-0,068;-0,092;-0,050;
2023-06-27;;;;;;;;;;;;;;;;;;
2023-06-28;-0,029;-0,062;-0,068;-0,064;-0,074;-0,087;;-0,046;0,034;-0,045;-0,055;-0,040;-0,031;0,027;-0,064;-0,089;-0,049;
2023-06-29;-0,029;-0,060;-0,064;-0,060;-0,070;-0,083;;-0,042;0,036;-0,043;-0,052;-0,040;-0,031;0,029;-0,060;-0,084;-0,048;
2023-06-30;-0,032;-0,057;-0,063;-0,057;-0,069;-0,081;;-0,040;0,038;-0,043;-0,049;-0,041;-0,031;0,032;-0,061;-0,082;-0,048;
2023-07-03;-0,023;-0,057;-0,060;-0,060;-0,065;-0,080;;-0,036;0,036;-0,042;-0,050;-0,041;-0,031;0,034;-0,070;-0,079;-0,047;
2023-07-04;-0,022;-0,057;;-0,058;;;;;;-0,042;-0,048;-0,041;-0,031;0,035;-0,064;;-0,047;
2023-07-05;;;;;;;;;;;;;;;;;;
2023-07-06;-0,026;-0,065;-0,062;-0,069;-0,066;-0,084;;-0,033;0,038;-0,045;-0,056;-0,042;-0,030;0,028;-0,072;-0,082;-0,049;
2023-07-07;-0,033;-0,067;-0,063;-0,068;-0,067;-0,086;;-0,035;0,033;-0,047;-0,057;-0,041;-0,030;0,025;-0,069;-0,083;-0,049;
2023-07-10;-0,035;-0,066;-0,066;-0,069;-0,071;-0,088;;-0,039;0,030;-0,048;-0,057;-0,042;-0,030;0,025;-0,072;-0,088;-0,051;
2023-07-11;-0,034;-0,069;-0,070;-0,069;-0,074;-0,090;;-0,039;0,026;-0,049;-0,059;-0,043;-0,030;0,023;-0,072;-0,089;-0,051;
2023-07-12;-0,041;-0,069;-0,073;-0,066;-0,078;-0,091;;-0,036;0,015;-0,050;-0,058;-0,042;-0,030;0,024;-0,070;-0,090;-0,051;
2023-07-13;-0,042;-0,070;-0,079;-0,065;-0,086;-0,093;;-0,044;0,009;-0,051;-0,057;-0,040;-0,030;0,021;-0,071;-0,093;-0,050;
2023-07-14;-0,038;-0,068;-0,077;-0,068;-0,083;-0,092;;-0,044;0,013;-0,051;-0,059;-0,040;-0,030;0,023;-0,079;-0,087;-0,050;
2023-07-17;-0,037;-0,070;-0,076;-0,071;-0,082;-0,093;;-0,043;0,013;-0,052;-0,061;-0,040;-0,030;0,019;-0,082;-0,089;-0,051;
2023-07-18;-0,041;-0,071;-0,076;-0,068;-0,082;-0,092;;-0,046;0,014;-0,051;-0,059;-0,038;-0,030;0,018;-0,079;-0,089;-0,049;
2023-07-19;-0,042;-0,069;-0,072;-0,068;-0,077;-0,090;;-0,038;0,019;-0,051;-0,059;-0,037;-0,030;0,024;-0,075;-0,083;-0,048;
2023-07-20;-0,041;-0,066;-0,071;-0,070;-0,076;-0,089;;-0,038;0,023;-0,051;-0,057;-0,038;-0,030;0,026;-0,075;-0,086;-0,048;
2023-07-21;-0,040;-0,064;-0,069;-0,070;-0,074;-0,088;;-0,034;0,031;-0,049;-0,056;-0,038;-0,030;0,027;-0,076;-0,088;-0,048;
2023-07-24;-0,042;-0,065;-0,068;-0,067;-0,073;-0,087;;-0,031;0,033;-0,049;-0,054;-0,037;-0,029;0,026;-0,075;-0,091;-0,047;
2023-07-25;-0,032;-0,064;-0,067;-0,063;-0,071;-0,084;;-0,030;0,032;-0,047;-0,051;-0,038;-0,029;0,027;-0,072;-0,085;-0,046;
2023-07-26;-0,031;-0,065;-0,066;-0,068;-0,070;-0,085;;-0,027;0,029;-0,048;-0,056;-0,038;-0,029;0,025;-0,075;-0,086;-0,047;
2023-07-27;-0,027;-0,057;-0,061;-0,061;-0,065;-0,081;;-0,024;0,034;-0,044;-0,050;-0,037;-0,029;0,032;-0,072;-0,080;-0,045;
2023-07-28;-0,023;-0,056;-0,062;-0,063;-0,066;-0,082;;-0,030;0,031;-0,044;-0,054;-0,038;-0,029;0,031;-0,074;-0,083;-0,045;
2023-07-31;-0,020;-0,055;-0,061;-0,063;-0,066;-0,081;;-0,031;0,033;-0,044;-0,052;-0,038;-0,029;0,034;-0,074;-0,082;-0,045;
2023-08-01;-0,016;-0,057;-0,058;-0,065;-0,061;-0,079;;-0,030;0,036;-0,043;-0,053;-0,038;-0,029;0,034;-0,077;-0,077;-0,044;
2023-08-02;-0,021;-0,060;-0,059;-0,069;-0,061;-0,081;;-0,031;0,037;-0,045;-0,055;-0,038;-0,029;0,031;-0,080;-0,080;-0,045;
2023-08-03;;;;;;;;;;;;;;;;;;
2023-08-04;-0,027;-0,067;-0,066;-0,074;-0,069;-0,089;;-0,036;0,030;-0,049;-0,060;-0,039;-0,029;0,027;-0,083;-0,091;-0,047;
2023-08-07;-0,027;-0,066;-0,066;-0,074;-0,070;-0,088;;-0,038;0,031;-0,048;-0,059;-0,039;-0,029;0,026;-0,084;-0,089;-0,048;
2023-08-08;-0,028;-0,063;-0,064;-0,075;-0,067;-0,087;;-0,035;0,043;-0,046;-0,053;-0,038;-0,029;0,026;-0,084;-0,088;-0,046;
2023-08-09;-0,028;-0,061;-0,064;-0,072;-0,068;-0,086;;-0,035;0,043;-0,046;-0,050;-0,039;-0,029;0,027;-0,082;-0,092;-0,047;
2023-08-10;-0,032;-0,059;-0,064;-0,068;-0,069;-0,085;;-0,031;0,043;-0,046;-0,049;-0,039;-0,029;0,027;-0,079;-0,093;-0,046;
2023-08-11;-0,028;-0,058;-0,062;-0,073;-0,066;-0,084;;-0,028;0,048;-0,045;-0,052;-0,039;-0,029;0,030;-0,082;-0,093;-0,047;
2023-08-14;-0,032;-0,060;-0,062;-0,074;-0,065;-0,085;;-0,029;0,050;-0,046;-0,053;-0,040;-0,029;0,028;-0,085;-0,094;-0,047;
2023-08-15;;-0,062;-0,063;-0,077;-0,065;-0,086;;-0,033;0,049;-0,047;-0,055;-0,040;-0,029;0,027;-0,087;-0,090;-0,048;
2023-08-16;-0,037;-0,062;-0,064;-0,077;-0,066;-0,086;;-0,033;0,049;-0,047;-0,054;-0,040;-0,029;0,027;-0,089;-0,091;-0,048;
2023-08-17;-0,035;-0,064;-0,065;-0,083;-0,067;-0,088;;-0,036;0,049;-0,048;-0,057;-0,040;-0,028;0,024;-0,097;-0,091;-0,048;
2023-08-18;-0,037;-0,067;-0,068;-0,087;-0,070;-0,091;;-0,038;0,048;-0,049;-0,061;-0,040;-0,028;0,020;-0,105;-0,096;-0,049;
2023-08-21;-0,041;-0,064;-0,065;-0,086;-0,066;-0,088;;-0,041;0,049;-0,049;-0,059;-0,041;-0,028;0,021;-0,104;-0,087;-0,049;
2023-08-22;-0,038;-0,063;-0,064;-0,085;-0,066;-0,087;;-0,042;0,049;-0,048;-0,060;-0,041;-0,028;0,021;-0,105;-0,083;-0,049;
2023-08-23;-0,037;-0,062;-0,063;-0,084;-0,065;-0,086;;-0,036;0,051;-0,046;-0,058;-0,039;-0,028;0,020;-0,102;-0,082;-0,047;
2023-08-24;-0,029;-0,060;-0,059;-0,082;-0,060;-0,082;;-0,029;0,052;-0,045;-0,057;-0,039;-0,028;0,022;-0,102;-0,074;-0,046;
2023-08-25;-0,035;-0,062;-0,063;-0,083;-0,065;-0,086;;-0,033;0,048;-0,046;-0,057;-0,040;-0,028;0,021;-0,103;-0,083;-0,047;
2023-08-28;;;;;;;;;;;;;;;;;;
2023-08-29;-0,028;-0,057;-0,059;-0,078;-0,061;-0,081;;-0,030;0,052;-0,044;-0,052;-0,039;-0,028;0,023;-0,099;-0,080;-0,046;
2023-08-30;-0,034;-0,058;-0,059;-0,076;-0,061;-0,081;;-0,027;0,049;-0,045;-0,052;-0,039;-0,028;0,025;-0,098;-0,078;-0,046;
2023-08-31;-0,031;-0,056;-0,053;-0,075;-0,054;-0,078;;-0,022;0,051;-0,042;-0,052;-0,038;-0,028;0,027;-0,095;-0,069;-0,044;
2023-09-01;;-0,057;-0,051;-0,076;-0,053;-0,076;;-0,021;0,052;-0,041;-0,051;-0,038;-0,028;0,027;-0,094;-0,068;-0,043;
2023-09-04;-0,018;-0,055;;-0,073;;;;;;-0,040;-0,048;-0,038;-0,028;0,028;-0,090;;-0,043;
2023-09-05;;;;;;;;;;;;;;;;;;
2023-09-06;-0,020;-0,059;-0,050;-0,073;-0,052;-0,075;;-0,022;0,048;-0,040;-0,048;-0,039;-0,028;0,025;-0,093;-0,063;-0,044;
2023-09-07;-0,023;-0,059;-0,052;-0,078;-0,054;-0,077;;-0,022;0,054;-0,041;-0,051;-0,039;-0,028;0,018;-0,100;-0,070;-0,044;
2023-09-08;-0,027;-0,061;-0,054;-0,080;-0,055;-0,078;;-0,024;0,051;-0,043;-0,053;-0,039;-0,028;0,016;-0,101;-0,071;-0,045;
2023-09-11;-0,026;-0,060;-0,052;-0,078;-0,054;-0,077;;-0,025;0,050;-0,041;-0,051;-0,039;-0,027;0,016;-0,102;-0,072;-0,044;
2023-09-12;-0,024;-0,058;-0,050;-0,080;-0,052;-0,075;;-0,026;0,050;-0,041;-0,053;-0,039;-0,027;0,014;-0,107;-0,070;-0,044;
2023-09-13;-0,024;-0,058;-0,050;-0,083;-0,052;-0,076;;-0,026;0,054;-0,041;-0,054;-0,039;-0,027;0,014;-0,112;-0,072;-0,044;
2023-09-14;-0,018;-0,054;-0,046;-0,079;-0,048;-0,072;;-0,020;0,057;-0,038;-0,049;-0,038;-0,027;0,017;-0,107;-0,067;-0,042;
2023-09-15;-0,017;-0,051;-0,047;-0,076;-0,050;-0,071;;-0,021;0,057;-0,038;-0,046;-0,039;-0,027;0,017;-0,104;-0,070;-0,042;
2023-09-18;-0,019;-0,054;-0,047;-0,079;-0,051;-0,072;;-0,024;0,053;-0,039;-0,049;-0,039;-0,027;0,012;-0,109;-0,073;-0,043;
2023-09-19;-0,024;-0,057;-0,052;-0,081;-0,055;-0,075;;-0,026;0,050;-0,040;-0,051;-0,039;-0,027;0,008;-0,114;-0,079;-0,044;
2023-09-20;-0,029;-0,054;-0,053;-0,075;-0,056;-0,075;;-0,027;0,049;-0,040;-0,049;-0,039;-0,027;0,011;-0,110;-0,079;-0,044;
2023-09-21;-0,030;-0,057;-0,056;-0,077;-0,061;-0,078;;-0,030;0,052;-0,041;-0,051;-0,039;-0,027;0,006;-0,111;-0,087;-0,044;
2023-09-22;-0,029;-0,061;-0,061;-0,082;-0,066;-0,082;;-0,042;0,047;-0,043;-0,056;-0,039;-0,027;0,003;-0,118;-0,088;-0,045;
2023-09-25;-0,035;-0,071;-0,066;-0,085;-0,070;-0,086;;-0,046;0,042;-0,047;-0,061;-0,040;-0,027;-0,008;-0,122;-0,090;-0,047;
2023-09-26;;;;;;;;;;;;;;;;;;
2023-09-27;-0,039;-0,075;-0,070;-0,089;-0,074;-0,090;;-0,056;0,042;-0,049;-0,064;-0,039;-0,027;-0,013;-0,129;-0,093;-0,047;
2023-09-28;-0,045;-0,077;-0,074;-0,090;-0,077;-0,093;;-0,060;0,039;-0,052;-0,065;-0,041;-0,027;-0,018;-0,128;-0,096;-0,050;
2023-09-29;;-0,073;-0,072;-0,083;-0,075;-0,090;;-0,055;0,036;-0,050;-0,061;-0,039;-0,027;-0,010;-0,119;-0,090;-0,047;
2023-10-02;;-0,078;-0,072;-0,086;-0,074;-0,091;;-0,056;0,034;-0,050;-0,064;-0,039;-0,027;-0,015;-0,123;-0,086;-0,048;
2023-10-03;-0,041;-0,080;-0,072;-0,089;-0,073;-0,092;;-0,065;0,035;-0,051;-0,068;-0,040;-0,027;-0,019;-0,127;-0,085;-0,049;
2023-10-06;;;;;;;;;;;;;;;;;;
2023-10-09;;;;;;;;;;;;;;;;;;
2023-10-10;-0,046;-0,075;-0,071;-0,080;-0,073;-0,088;;-0,061;0,037;-0,049;-0,058;-0,038;-0,026;-0,022;-0,123;-0,085;-0,046;
2023-10-11;-0,040;-0,071;-0,069;-0,077;-0,071;-0,086;;-0,055;0,040;-0,047;-0,054;-0,037;-0,026;-0,021;-0,119;-0,082;-0,045;
2023-10-12;;;;;;;;;;;;;;;;;;
2023-10-13;-0,038;-0,073;-0,067;-0,078;-0,067;-0,082;;-0,058;0,043;-0,046;-0,052;-0,037;-0,026;-0,029;-0,127;-0,075;-0,045;
2023-10-16;-0,044;-0,077;-0,071;-0,079;-0,071;-0,085;;-0,061;0,040;-0,048;-0,055;-0,038;-0,026;-0,032;-0,132;-0,081;-0,046;
2023-10-17;-0,043;-0,079;-0,073;-0,087;-0,074;-0,088;;-0,061;0,039;-0,050;-0,062;-0,039;-0,026;-0,035;-0,140;-0,088;-0,047;
2023-10-18;-0,042;-0,079;-0,070;-0,090;-0,070;-0,087;;-0,064;0,042;-0,050;-0,065;-0,039;-0,026;-0,035;-0,142;-0,084;-0,047;
2023-10-19;-0,048;-0,084;-0,074;-0,094;-0,074;-0,091;;-0,072;0,035;-0,053;-0,070;-0,039;-0,026;-0,038;-0,146;-0,088;-0,049;
2023-10-20;-0,050;-0,089;-0,080;-0,102;-0,080;-0,096;;-0,076;0,034;-0,056;-0,077;-0,039;-0,026;-0,042;-0,148;-0,095;-0,050;
2023-10-23;;-0,089;-0,082;-0,109;-0,082;-0,100;;-0,080;0,033;-0,057;-0,081;-0,039;-0,026;-0,044;-0,155;-0,098;-0,051;
2023-10-24;-0,048;-0,086;-0,078;-0,107;-0,077;-0,096;;-0,075;0,033;-0,054;-0,078;-0,038;-0,026;-0,038;-0,148;-0,093;-0,049;
2023-10-25;-0,046;-0,086;-0,079;-0,108;-0,079;-0,097;;-0,082;0,030;-0,054;-0,079;-0,039;-0,026;-0,043;-0,156;-0,094;-0,050;
2023-10-26;;;;;;;;;;;;;;;;;;
2023-10-27;-0,047;-0,088;-0,084;-0,107;-0,086;-0,101;;-0,079;0,023;-0,054;-0,080;-0,038;-0,026;-0,040;-0,153;-0,105;-0,050;
2023-10-30;;;;;;;;;;;;;;;;;;
2023-10-31;-0,048;-0,082;-0,079;-0,100;-0,081;-0,096;;-0,069;0,027;-0,052;-0,072;-0,036;-0,025;-0,035;-0,141;-0,099;-0,048;
2023-11-01;-0,048;-0,079;-0,074;-0,100;-0,075;-0,092;;-0,066;0,030;-0,050;-0,071;-0,036;-0,025;-0,034;-0,141;-0,093;-0,047;
2023-11-02;-0,044;-0,072;-0,068;-0,088;-0,069;-0,086;;-0,051;0,032;-0,046;-0,061;-0,035;-0,025;-0,021;-0,125;-0,088;-0,044;
2023-11-03;;;;;;;;;;;;;;;;;;
2023-11-06;-0,035;-0,078;-0,069;-0,089;-0,071;-0,087;;-0,051;0,028;-0,047;-0,065;-0,034;-0,025;-0,023;-0,124;-0,089;-0,044;
2023-11-07;-0,038;-0,078;-0,069;-0,089;-0,069;-0,087;;-0,051;0,030;-0,047;-0,065;-0,034;-0,025;-0,024;-0,123;-0,083;-0,044;
2023-11-08;-0,041;-0,076;-0,068;-0,087;-0,068;-0,086;;-0,051;0,033;-0,047;-0,060;-0,034;-0,025;-0,019;-0,121;-0,082;-0,043;
2023-11-09;-0,044;-0,075;-0,069;-0,083;-0,070;-0,086;;-0,050;0,029;-0,047;-0,057;-0,034;-0,025;-0,015;-0,114;-0,082;-0,044;
2023-11-10;-0,046;-0,079;-0,070;-0,089;-0,070;-0,088;;-0,056;0,024;-0,049;-0,062;-0,035;-0,025;-0,020;-0,120;-0,081;-0,045;
2023-11-13;-0,045;-0,079;-0,069;-0,089;-0,069;-0,087;;-0,058;0,024;-0,049;-0,063;-0,035;-0,025;-0,020;-0,123;-0,079;-0,045;
2023-11-14;-0,053;-0,075;-0,068;-0,077;-0,068;-0,085;;-0,043;0,025;-0,048;-0,055;-0,033;-0,025;-0,010;-0,102;-0,079;-0,043;
2023-11-15;-0,044;-0,075;-0,068;-0,071;-0,069;-0,083;;-0,038;0,019;-0,046;-0,053;-0,033;-0,024;-0,007;-0,096;-0,078;-0,042;
2023-11-16;;;;;;;;;;;;;;;;;;
2023-11-17;-0,049;-0,072;-0,068;-0,070;-0,070;-0,083;;-0,039;0,021;-0,045;-0,051;-0,031;-0,024;-0,007;-0,096;-0,081;-0,041;
2023-11-20;-0,048;-0,073;-0,069;-0,068;-0,071;-0,083;;-0,040;0,020;-0,045;-0,049;-0,031;-0,024;-0,007;-0,091;-0,081;-0,041;
2023-11-21;-0,048;-0,074;-0,070;-0,070;-0,072;-0,084;;-0,044;0,020;-0,046;-0,052;-0,031;-0,024;-0,010;-0,097;-0,082;-0,041;
2023-11-22;-0,046;-0,071;-0,065;-0,066;-0,066;-0,080;;-0,038;0,025;-0,044;-0,050;-0,032;-0,024;-0,009;-0,093;-0,078;-0,040;
2023-11-23;-0,045;-0,069;;-0,064;;;;;;-0,044;-0,049;-0,032;-0,024;-0,008;-0,091;;-0,041;
2023-11-24;-0,052;-0,069;-0,067;-0,065;-0,069;-0,082;;-0,039;0,024;-0,045;-0,049;-0,032;-0,024;-0,011;-0,091;-0,083;-0,041;
2023-11-27;-0,052;-0,068;-0,066;-0,064;-0,068;-0,079;;-0,036;0,025;-0,043;-0,048;-0,031;-0,024;-0,009;-0,091;-0,075;-0,040;
2023-11-28;-0,052;-0,072;-0,070;-0,067;-0,072;-0,083;;-0,040;0,018;-0,045;-0,052;-0,030;-0,024;-0,014;-0,095;-0,079;-0,040;
2023-11-29;-0,055;-0,071;-0,068;-0,063;-0,070;-0,081;;-0,034;0,017;-0,044;-0,050;-0,028;-0,024;-0,009;-0,091;-0,075;-0,039;
2023-11-30;;;;;;;;;;;;;;;;;;
2023-12-01;-0,053;-0,065;-0,064;-0,061;-0,067;-0,078;;-0,031;0,026;-0,041;-0,046;-0,027;-0,023;-0,010;-0,091;-0,078;-0,037;
2023-12-04;-0,055;-0,066;-0,065;-0,060;-0,068;-0,078;;-0,027;0,024;-0,040;-0,047;-0,026;-0,023;-0,013;-0,090;-0,080;-0,036;
2023-12-05;-0,059;-0,065;-0,065;-0,057;-0,067;-0,078;;-0,024;0,024;-0,039;-0,044;-0,024;-0,023;-0,012;-0,084;-0,079;-0,035;
2023-12-06;-0,057;-0,062;-0,063;-0,052;-0,066;-0,074;;-0,019;0,024;-0,037;-0,041;-0,024;-0,023;-0,010;-0,079;-0,078;-0,034;
2023-12-07;-0,060;-0,065;-0,064;-0,052;-0,067;-0,076;;-0,020;0,022;-0,038;-0,042;-0,024;-0,023;-0,012;-0,078;-0,080;-0,034;
2023-12-08;-0,057;-0,061;-0,062;-0,048;-0,064;-0,073;;-0,022;0,024;-0,037;-0,037;-0,025;-0,023;-0,008;-0,075;-0,075;-0,034;
2023-12-11;-0,057;-0,059;-0,059;-0,045;-0,062;-0,071;;-0,021;0,026;-0,035;-0,035;-0,024;-0,023;-0,006;-0,072;-0,069;-0,033;
2023-12-12;;;;;;;;;;;;;;;;;;
2023-12-13;-0,058;-0,058;-0,057;-0,047;-0,059;-0,068;;-0,020;0,030;-0,035;-0,037;-0,023;-0,022;-0,006;-0,074;-0,061;-0,032;
2023-12-14;-0,060;-0,058;-0,058;-0,038;-0,060;-0,069;;0,001;0,027;-0,034;-0,030;-0,021;-0,022;0,004;-0,056;-0,065;-0,030;
2023-12-15;-0,053;-0,059;-0,058;-0,034;-0,060;-0,067;;-0,001;0,024;-0,032;-0,028;-0,020;-0,022;0,005;-0,053;-0,060;-0,029;
2023-12-18;-0,058;-0,062;-0,060;-0,036;-0,061;-0,069;;-0,005;0,023;-0,034;-0,030;-0,020;-0,022;0,001;-0,058;-0,063;-0,030;
2023-12-19;-0,061;-0,061;-0,059;-0,033;-0,061;-0,068;;-0,003;0,023;-0,033;-0,026;-0,019;-0,022;0,005;-0,053;-0,062;-0,029;
2023-12-20;-0,060;-0,061;-0,058;-0,033;-0,060;-0,067;;-0,004;0,023;-0,032;-0,026;-0,018;-0,022;0,006;-0,054;-0,061;-0,028;
2023-12-21;-0,063;-0,063;-0,062;-0,037;-0,065;-0,071;;-0,007;0,020;-0,034;-0,028;-0,018;-0,022;0,005;-0,058;-0,066;-0,029;
2023-12-22;-0,072;-0,066;-0,065;-0,034;-0,068;-0,073;;-0,006;0,017;-0,036;-0,028;-0,018;-0,022;0,003;-0,053;-0,069;-0,030;
2023-12-27;-0,064;-0,063;-0,063;-0,033;-0,067;-0,071;;-0,004;0,018;-0,034;-0,025;-0,018;-0,021;0,006;-0,050;-0,066;-0,029;
2023-12-28;-0,059;-0,063;-0,063;-0,032;-0,067;-0,071;;-0,002;0,021;-0,034;-0,024;-0,018;-0,021;0,006;-0,047;-0,068;-0,029;
2023-12-29;-0,054;-0,060;-0,060;-0,030;-0,063;-0,068;;0,001;0,024;-0,032;-0,022;-0,018;-0,021;0,010;-0,047;-0,063;-0,029;
2024-01-02;-0,052;-0,060;-0,058;-0,032;-0,062;-0,066;;0,002;0,032;-0,031;-0,024;-0,019;-0,021;0,007;-0,053;-0,067;-0,028;
2024-01-03;-0,053;-0,060;-0,057;-0,042;-0,059;-0,068;;-0,002;0,039;-0,032;-0,030;-0,019;-0,021;0,001;-0,062;-0,069;-0,028;
2024-01-04;;;;;;;;;;;-0,026;;-0,021;;;;;
2024-01-05;-0,059;-0,060;-0,061;-0,044;-0,065;-0,072;;-0,009;0,037;-0,035;;-0,021;;-0,002;-0,064;-0,077;-0,031;
2024-01-08;-0,061;-0,057;-0,058;-0,041;-0,062;-0,069;;-0,007;0,039;-0,033;-0,026;-0,021;-0,021;0,003;-0,059;-0,069;-0,030;
2024-01-09;-0,061;-0,058;-0,055;-0,044;-0,058;-0,068;;-0,006;0,045;-0,033;-0,027;-0,021;-0,021;0,004;-0,056;-0,066;-0,030;
2024-01-10;-0,064;-0,058;-0,054;-0,044;-0,057;-0,067;;-0,005;0,045;-0,033;-0,027;-0,021;-0,021;0,001;-0,058;-0,064;-0,030;
2024-01-11;-0,058;-0,056;-0,050;-0,042;-0,053;-0,063;;-0,008;0,048;-0,031;-0,024;-0,021;-0,021;0,003;-0,057;-0,056;-0,029;
2024-01-12;-0,061;-0,057;-0,052;-0,041;-0,055;-0,063;;-0,008;0,046;-0,031;-0,023;-0,020;-0,021;0,004;-0,054;-0,059;-0,028;
2024-01-15;-0,058;-0,057;;-0,045;;;;;;-0,030;-0,025;-0,020;-0,021;0,003;-0,061;;-0,028;
