
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;c worldwide asia 1a;c worldwide global equities 1a;c worldwide global equities ethical 1a;c worldwide healthcare select 1a;c worldwide sweden 1a;c worldwide sweden small cap 1a;captor dahlia green bond a;captor iris bond a;carnegie fastighetsfond norden a;carnegie indienfond a;carnegie likviditetsfond a;carnegie listed private equity a;carnegie obligationsfond a;carnegie småbolagsfond a;carnegie strategifond a;carnegie sverigefond a;cb save earth fund rc;
2024-01-05;-0,043;-0,012;-0,006;0,033;-0,058;-0,082;-0,024;-0,012;0,009;0,028;-0,020;-0,059;-0,014;-0,144;-0,058;-0,055;-0,010;
2024-01-08;-0,043;-0,009;-0,002;0,041;-0,053;-0,076;-0,024;-0,013;0,007;0,025;-0,020;-0,058;-0,015;-0,142;-0,057;-0,052;-0,004;
2024-01-09;-0,047;-0,010;-0,002;0,049;-0,054;-0,073;-0,024;-0,013;0,009;0,026;-0,020;-0,059;-0,015;-0,137;-0,058;-0,055;-0,006;
2024-01-10;-0,048;-0,007;0,001;0,050;-0,055;-0,076;-0,025;-0,014;0,008;0,026;-0,020;-0,059;-0,016;-0,136;-0,057;-0,054;-0,008;
2024-01-11;-0,049;-0,006;0,003;0,048;-0,053;-0,075;-0,024;-0,013;0,004;0,027;-0,020;-0,056;-0,015;-0,137;-0,055;-0,051;-0,008;
2024-01-12;-0,044;-0,003;0,005;0,050;-0,052;-0,073;-0,023;-0,010;0,008;0,030;-0,020;-0,056;-0,013;-0,132;-0,054;-0,049;-0,005;
2024-01-15;-0,045;-0,003;0,006;0,046;-0,057;-0,079;-0,024;-0,012;-0,000;0,034;-0,020;-0,055;-0,014;-0,137;-0,056;-0,053;-0,006;
2024-01-16;-0,047;0,000;0,009;0,047;-0,059;-0,081;-0,023;-0,011;-0,007;0,038;-0,020;-0,054;-0,013;-0,140;-0,057;-0,055;-0,004;
2024-01-17;-0,056;-0,004;0,006;0,047;-0,066;-0,090;-0,025;-0,015;-0,018;0,034;-0,020;-0,054;-0,015;-0,148;-0,062;-0,062;-0,007;
2024-01-18;-0,048;-0,001;0,009;0,048;-0,061;-0,082;-0,025;-0,017;-0,012;0,031;-0,020;-0,051;-0,016;-0,145;-0,060;-0,059;-0,001;
2024-01-19;-0,044;0,004;0,012;0,050;-0,065;-0,087;-0,026;-0,019;-0,014;0,036;-0,020;-0,050;-0,017;-0,148;-0,062;-0,060;-0,000;
2024-01-22;-0,046;0,007;0,016;0,055;-0,063;-0,087;-0,025;-0,016;-0,013;;-0,020;-0,044;-0,015;-0,145;-0,059;-0,057;0,002;
2024-01-23;-0,045;0,004;0,015;0,052;-0,058;-0,082;-0,025;-0,018;-0,010;0,029;-0,020;-0,044;-0,017;-0,142;-0,057;-0,054;0,002;
2024-01-24;-0,039;0,008;0,015;0,050;-0,056;-0,078;-0,025;-0,018;-0,007;0,031;-0,019;-0,045;-0,017;-0,139;-0,056;-0,054;-0,002;
2024-01-25;-0,038;0,007;0,017;0,047;-0,053;-0,075;-0,024;-0,016;-0,004;0,029;-0,019;-0,041;-0,016;-0,140;-0,056;-0,052;;
2024-01-26;;;;;;;;;;;;;;;;;-0,000;
2024-01-29;-0,036;0,013;0,022;0,048;-0,049;-0,070;-0,023;-0,016;0,011;0,038;-0,019;-0,033;-0,015;-0,137;-0,053;-0,049;0,004;
2024-01-30;-0,043;0,013;0,020;0,047;-0,049;-0,068;;;0,010;0,030;-0,019;-0,035;-0,016;-0,137;-0,053;-0,049;0,003;
2024-01-31;-0,047;0,014;0,019;0,049;-0,050;-0,068;-0,022;-0,013;0,011;0,031;-0,019;-0,038;-0,014;-0,137;-0,053;-0,050;-0,001;
2024-02-01;-0,042;0,013;0,020;0,046;-0,046;-0,066;-0,021;-0,011;0,009;0,036;-0,019;-0,038;-0,013;-0,139;-0,054;-0,052;0,006;
2024-02-02;-0,044;0,011;0,022;0,044;-0,047;-0,067;-0,023;-0,013;0,003;0,039;-0,019;-0,037;-0,014;-0,143;-0,054;-0,051;;
2024-02-05;;;;;;;;;;;;;;;;;0,006;
2024-02-06;-0,027;0,021;0,030;0,058;-0,049;-0,069;-0,024;-0,016;-0,005;0,046;-0,019;-0,031;-0,016;-0,140;-0,055;-0,055;0,013;
2024-02-07;-0,029;0,020;0,028;0,057;-0,046;-0,065;-0,024;-0,017;-0,001;0,043;-0,019;-0,031;-0,016;-0,138;-0,054;-0,055;0,012;
2024-02-08;-0,032;0,018;0,027;0,054;-0,046;-0,060;-0,024;-0,019;-0,006;0,040;-0,019;-0,026;-0,018;-0,139;-0,053;-0,056;0,014;
2024-02-09;-0,028;0,020;0,028;0,055;-0,048;-0,062;-0,025;-0,021;-0,014;0,040;-0,019;-0,026;-0,019;-0,139;-0,054;-0,057;0,015;
2024-02-12;-0,030;0,020;0,028;0,054;-0,046;-0,063;-0,025;-0,022;-0,007;0,035;-0,018;-0,025;-0,019;-0,137;-0,052;-0,055;0,015;
2024-02-13;-0,033;0,014;0,025;0,048;-0,050;-0,069;-0,025;-0,022;-0,018;0,042;-0,018;-0,025;-0,020;-0,143;-0,053;-0,058;;
2024-02-14;-0,021;0,021;0,029;0,051;-0,046;-0,066;-0,025;-0,022;-0,017;0,044;-0,018;-0,021;-0,019;-0,139;-0,051;-0,055;0,018;
2024-02-15;-0,022;0,021;0,027;0,055;-0,043;-0,063;-0,025;-0,021;-0,008;0,040;-0,018;-0,023;-0,019;-0,143;-0,049;-0,051;0,019;
2024-02-16;-0,023;0,018;0,027;0,054;-0,038;-0,057;-0,025;-0,022;-0,012;0,045;-0,018;-0,020;-0,020;-0,143;-0,047;-0,048;0,017;
2024-02-19;-0,025;0,017;0,026;0,055;-0,039;-0,059;-0,026;-0,024;-0,014;0,045;-0,018;-0,021;-0,020;-0,144;-0,047;-0,047;0,017;
2024-02-20;-0,024;0,016;0,022;0,053;-0,041;-0,062;-0,025;-0,022;-0,016;0,044;-0,018;-0,025;-0,019;-0,145;-0,047;-0,047;0,016;
2024-02-21;-0,022;0,013;0,022;0,050;-0,041;-0,064;-0,025;-0,023;-0,022;0,042;-0,018;-0,027;-0,020;-0,146;-0,047;-0,047;0,017;
2024-02-22;-0,021;0,015;0,026;0,053;-0,037;-0,057;-0,025;-0,023;-0,015;0,042;-0,018;-0,022;-0,020;-0,143;-0,045;-0,043;0,018;
2024-02-23;-0,017;0,020;0,029;0,055;-0,033;-0,055;-0,025;-0,022;-0,020;0,043;-0,018;-0,023;-0,020;-0,143;-0,045;-0,042;;
2024-02-26;;;;;;;;;;;;;;;;;0,018;
2024-02-27;-0,024;0,015;0,025;0,055;-0,033;-0,055;-0,025;-0,025;-0,019;0,041;-0,018;-0,025;-0,021;-0,142;-0,045;-0,041;0,018;
2024-02-28;-0,025;0,018;0,026;0,059;-0,034;-0,057;-0,025;-0,025;-0,029;0,037;-0,017;-0,023;-0,021;-0,140;-0,045;-0,041;0,021;
2024-02-29;-0,021;0,018;0,026;0,057;-0,029;-0,051;-0,025;-0,023;-0,021;0,036;-0,017;-0,021;-0,020;-0,137;-0,044;-0,039;0,023;
2024-03-01;-0,020;0,021;0,029;0,058;-0,028;-0,047;-0,025;-0,022;-0,014;0,041;-0,017;-0,020;-0,021;-0,137;-0,044;-0,038;0,025;
2024-03-04;-0,017;0,023;0,032;0,064;-0,028;-0,048;-0,024;-0,020;-0,016;0,041;-0,017;-0,021;-0,019;-0,138;-0,044;-0,039;;
2024-03-05;;;;;;;;;;;;;;;;;0,025;
2024-03-06;-0,013;0,025;0,032;0,064;-0,030;-0,055;-0,024;-0,017;-0,015;0,041;-0,017;-0,017;-0,017;-0,136;-0,043;-0,036;0,028;
2024-03-07;-0,015;0,027;0,034;0,069;-0,028;-0,055;-0,023;-0,015;-0,012;0,038;-0,017;-0,019;-0,016;-0,133;-0,042;-0,035;0,029;
2024-03-08;-0,015;0,027;0,033;0,070;-0,024;-0,053;-0,022;-0,011;0,001;;-0,017;-0,018;-0,014;-0,131;-0,039;-0,031;0,026;
2024-03-11;-0,014;0,021;0,029;0,067;-0,026;-0,054;-0,022;-0,012;0,007;0,035;-0,017;-0,021;-0,014;-0,130;-0,039;-0,033;0,025;
2024-03-12;-0,010;0,026;0,033;0,067;-0,020;-0,049;-0,022;-0,012;0,006;0,022;-0,017;-0,017;-0,014;-0,127;-0,037;-0,028;0,028;
2024-03-13;-0,014;0,028;0,035;0,067;-0,018;-0,046;-0,022;-0,013;0,006;0,010;-0,017;-0,018;-0,015;-0,126;-0,035;-0,026;0,026;
2024-03-14;-0,015;0,028;0,037;0,061;-0,018;-0,045;-0,023;-0,017;0,009;0,018;-0,017;-0,019;-0,017;-0,124;-0,035;-0,026;0,027;
2024-03-15;-0,016;0,028;0,034;0,063;-0,015;-0,044;-0,023;-0,018;0,004;0,020;-0,017;-0,016;-0,017;-0,124;-0,034;-0,025;0,029;
2024-03-18;-0,013;0,029;0,036;0,066;-0,019;-0,048;-0,023;-0,020;0,003;0,023;-0,016;-0,017;-0,018;-0,125;-0,037;-0,030;0,029;
2024-03-19;-0,014;0,031;0,039;0,068;-0,019;-0,046;-0,023;-0,019;0,004;0,020;-0,016;-0,018;-0,018;-0,125;-0,037;-0,029;0,034;
2024-03-20;-0,015;0,031;0,040;0,069;-0,016;-0,043;-0,023;-0,019;0,009;0,024;-0,016;-0,013;-0,018;-0,123;-0,036;-0,029;0,035;
2024-03-21;-0,009;0,034;0,043;0,072;-0,008;-0,032;-0,022;-0,018;0,024;0,025;-0,016;-0,003;-0,017;-0,116;-0,032;-0,021;0,039;
2024-03-22;-0,008;0,037;0,046;0,071;-0,007;-0,032;-0,021;-0,015;0,027;0,029;-0,016;-0,004;-0,015;-0,115;-0,031;-0,019;;
2024-03-25;;;;;;;;;;;;;;;;;0,038;
2024-03-26;-0,004;0,036;0,045;0,076;-0,007;-0,031;-0,022;-0,018;0,031;0,032;-0,016;-0,001;-0,017;-0,112;-0,030;-0,019;0,041;
2024-03-27;-0,003;0,036;0,045;0,082;-0,002;-0,025;-0,021;-0,015;0,039;0,036;-0,016;-0,000;-0,016;-0,108;-0,027;-0,015;0,044;
2024-03-28;0,002;0,040;0,048;0,089;-0,005;-0,026;-0,021;-0,016;0,041;0,041;-0,016;0,003;-0,016;-0,106;-0,029;-0,019;0,047;
2024-04-02;0,013;0,043;0,050;0,081;-0,008;-0,029;-0,022;-0,021;0,033;0,046;-0,016;-0,002;-0,018;-0,109;-0,030;-0,019;0,043;
2024-04-03;0,007;0,039;0,047;0,079;-0,009;-0,032;-0,022;-0,022;0,031;0,043;-0,016;-0,001;-0,019;-0,110;-0,029;-0,019;0,041;
2024-04-04;0,008;0,039;0,046;0,080;-0,006;-0,030;-0,021;-0,020;0,028;0,041;-0,015;-0,001;-0,018;-0,108;-0,029;-0,017;0,036;
2024-04-05;0,005;0,035;0,045;0,079;-0,012;-0,036;-0,021;-0,021;0,020;0,045;-0,015;-0,002;-0,019;-0,112;-0,031;-0,021;0,039;
2024-04-08;0,003;0,036;0,044;0,077;-0,008;-0,033;-0,022;-0,024;0,025;0,042;-0,015;0,001;-0,020;-0,109;-0,029;-0,018;0,037;
2024-04-09;0,003;0,036;0,043;0,079;-0,010;-0,033;-0,022;-0,022;0,022;0,039;-0,015;-0,000;-0,019;-0,112;-0,029;-0,019;0,036;
2024-04-10;0,002;0,030;0,043;0,080;-0,014;-0,041;-0,022;-0,023;0,008;0,049;-0,015;0,001;-0,019;-0,115;-0,031;-0,021;0,036;
2024-04-11;0,010;0,037;0,046;0,085;-0,016;-0,041;-0,023;-0,026;0,008;;-0,015;0,002;-0,020;-0,113;-0,033;-0,023;0,039;
2024-04-12;0,008;0,039;0,049;0,088;-0,014;-0,042;-0,021;-0,019;0,008;0,052;-0,015;0,006;-0,016;-0,112;-0,031;-0,022;0,038;
2024-04-15;0,006;0,042;0,051;0,088;-0,010;-0,040;-0,022;-0,024;0,013;0,048;-0,015;0,005;-0,019;-0,114;-0,029;-0,018;0,040;
2024-04-16;-0,001;0,036;0,044;0,077;-0,021;-0,049;-0,023;-0,027;0,007;0,048;-0,015;-0,005;-0,020;-0,121;-0,034;-0,027;0,038;
2024-04-17;0,002;0,038;0,045;0,079;-0,018;-0,049;-0,023;-0,026;0,006;;-0,015;-0,001;-0,020;-0,118;-0,032;-0,023;0,037;
2024-04-18;0,000;0,033;0,042;0,076;-0,020;-0,053;-0,023;-0,026;0,008;0,046;-0,015;-0,005;-0,019;-0,124;-0,033;-0,025;;
2024-04-22;;;;;;;;;;;;;;;;;;
2024-04-23;;;;;;;;;;;;;;;;;0,047;
2024-04-24;0,009;0,038;0,046;0,082;-0,012;-0,036;-0,023;-0,027;0,008;0,054;-0,014;0,002;-0,020;-0,115;-0,029;-0,017;;
2024-04-25;;;;;;;;;;;;;;;;;0,048;
2024-04-26;0,012;0,041;0,049;0,079;-0,009;-0,030;-0,022;-0,026;0,008;0,054;-0,014;0,003;-0,019;-0,117;-0,028;-0,014;0,053;
2024-04-29;0,016;0,044;0,052;0,082;-0,006;-0,025;-0,022;-0,025;0,014;0,059;-0,014;0,003;-0,018;-0,113;-0,025;-0,011;0,054;
2024-04-30;0,019;0,045;0,052;0,082;-0,003;-0,018;;;0,019;0,062;-0,014;0,003;-0,018;-0,107;-0,025;-0,011;0,050;
2024-05-02;0,018;0,039;0,048;0,082;-0,009;-0,025;-0,022;-0,024;0,019;0,061;-0,014;-0,003;-0,018;-0,111;-0,027;-0,015;0,051;
2024-05-03;0,024;0,043;0,048;0,085;-0,006;-0,018;-0,021;-0,020;0,019;0,054;-0,014;0,002;-0,016;-0,106;-0,024;-0,013;;
2024-05-06;;;;;;;;;;;;;;;;;0,054;
2024-05-07;0,022;0,047;0,053;0,085;-0,001;-0,013;-0,020;-0,016;0,032;0,049;-0,014;0,005;-0,014;-0,100;-0,020;-0,007;0,057;
2024-05-08;0,025;0,050;0,056;0,090;0,001;-0,011;-0,020;-0,017;0,032;0,053;-0,013;0,005;-0,014;-0,096;-0,019;-0,005;0,063;
2024-05-10;0,023;0,051;0,057;0,090;0,005;-0,006;-0,020;-0,018;0,033;0,048;-0,013;0,008;-0,015;-0,089;-0,017;-0,001;0,068;
2024-05-13;0,028;0,052;0,057;0,089;0,006;-0,007;-0,020;-0,017;0,036;0,051;-0,013;0,009;-0,014;-0,093;-0,017;-0,001;0,065;
2024-05-14;0,030;0,050;0,055;0,090;0,009;-0,005;-0,020;-0,017;0,037;0,054;-0,013;0,008;-0,014;-0,087;-0,016;0,001;0,066;
2024-05-15;0,029;0,052;0,058;0,091;0,012;0,001;-0,019;-0,014;0,048;0,052;-0,013;0,012;-0,012;-0,084;-0,015;0,001;0,067;
2024-05-16;0,029;0,049;0,057;0,088;0,011;0,002;-0,019;-0,014;0,049;0,056;-0,013;0,013;-0,012;-0,088;-0,016;-0,001;0,062;
2024-05-17;0,034;0,050;0,056;0,089;0,010;0,002;-0,019;-0,015;0,043;0,058;-0,013;0,009;-0,013;-0,087;-0,016;-0,002;0,062;
2024-05-20;;;;;;;-0,019;-0,016;0,043;;-0,013;0,009;-0,013;-0,081;-0,013;0,002;;
2024-05-21;0,027;0,047;0,055;0,089;0,013;0,001;-0,019;-0,014;0,040;0,056;-0,013;0,008;-0,013;-0,084;-0,013;0,001;0,063;
2024-05-22;0,029;0,049;0,056;0,091;0,016;0,008;-0,019;-0,016;0,047;0,058;-0,013;0,013;-0,013;-0,083;-0,012;0,003;0,063;
2024-05-23;0,027;0,051;0,057;0,087;0,017;0,008;-0,020;-0,019;0,041;0,062;-0,013;0,010;-0,015;-0,083;-0,013;0,003;0,063;
2024-05-24;0,026;0,047;0,054;0,083;0,015;0,007;-0,020;-0,019;0,037;0,061;-0,013;0,009;-0,015;-0,081;-0,014;0,001;0,064;
2024-05-27;0,027;0,047;0,053;0,080;0,014;0,003;;;0,036;0,058;-0,012;;-0,014;-0,082;-0,014;0,002;;
2024-05-28;;;;;;;;;;;;;;;;;0,053;
2024-05-29;0,014;0,039;0,045;0,071;0,009;-0,002;-0,020;-0,020;0,029;0,052;-0,012;0,003;-0,015;-0,086;-0,016;-0,005;0,048;
2024-05-30;0,015;0,041;0,045;0,078;0,008;-0,000;-0,020;-0,022;0,036;0,047;-0,012;0,004;-0,016;-0,082;-0,016;-0,005;0,050;
2024-05-31;0,008;0,038;0,042;0,077;0,011;0,003;-0,020;-0,020;0,039;0,040;-0,012;0,004;-0,015;-0,082;-0,016;-0,003;;
2024-06-03;;;;;;;;;;;;;;;;;0,044;
2024-06-04;0,003;0,034;0,041;0,077;0,010;0,002;-0,018;-0,014;0,045;0,028;-0,012;0,000;-0,011;-0,086;-0,015;-0,003;0,041;
2024-06-05;0,009;0,038;0,043;0,076;0,011;-0,000;-0,019;-0,015;0,043;0,042;-0,012;-0,004;-0,012;-0,086;-0,014;-0,003;0,046;
2024-06-07;0,011;0,040;0,049;0,082;0,012;-0,001;-0,019;-0,018;0,034;0,060;-0,012;-0,004;-0,013;-0,085;-0,014;-0,002;0,043;
2024-06-10;0,020;0,046;0,053;0,088;0,011;-0,001;-0,019;-0,019;0,030;0,061;-0,012;-0,002;-0,014;-0,086;-0,016;-0,006;0,048;
2024-06-11;0,014;0,041;0,050;0,083;0,011;0,001;-0,019;-0,017;0,027;0,058;-0,012;-0,001;-0,013;-0,086;-0,017;-0,008;0,044;
2024-06-12;0,020;0,048;0,052;0,085;0,021;0,013;;-0,012;0,039;0,053;-0,012;0,002;-0,010;-0,081;-0,012;-0,000;0,048;
2024-06-13;0,017;0,039;0,048;0,082;0,015;0,006;-0,018;;0,035;0,063;-0,011;-0,000;-0,010;-0,086;-0,015;-0,005;0,043;
2024-06-14;0,023;0,044;0,054;0,087;0,009;-0,003;;;0,027;0,071;-0,011;-0,001;-0,008;-0,091;-0,017;-0,009;0,041;
2024-06-17;0,025;0,044;0,051;0,084;0,007;-0,002;-0,017;-0,010;0,025;;-0,011;-0,001;-0,009;-0,092;-0,021;-0,011;0,042;
2024-06-18;0,026;0,043;0,050;0,081;0,007;-0,004;-0,017;-0,009;0,023;0,067;-0,011;-0,000;-0,008;-0,089;-0,020;-0,011;0,043;
2024-06-19;0,028;0,043;0,051;0,078;0,005;-0,007;-0,017;-0,009;0,020;0,063;-0,011;0,000;-0,009;-0,089;-0,020;-0,011;0,041;
2024-06-20;0,024;0,044;0,053;0,086;0,010;-0,001;-0,017;-0,011;0,025;0,064;-0,011;0,002;-0,009;-0,086;-0,016;-0,008;0,041;
2024-06-24;0,027;0,049;0,054;0,088;0,010;-0,003;-0,017;-0,010;0,027;0,066;-0,011;0,004;-0,009;-0,086;-0,016;-0,006;;
2024-06-25;;;;;;;;;;;;;;;;;0,041;
2024-06-26;0,027;0,048;0,055;0,090;0,006;-0,013;-0,016;-0,010;0,020;0,074;-0,011;0,003;-0,009;-0,090;-0,018;-0,009;0,042;
2024-06-27;0,030;0,053;0,058;0,092;0,005;-0,011;-0,016;-0,009;0,023;0,078;-0,011;0,002;-0,008;-0,089;-0,019;-0,011;0,045;
2024-06-28;0,032;0,056;0,060;0,094;0,005;-0,014;-0,016;-0,008;0,033;0,079;-0,011;0,006;-0,008;-0,086;-0,019;-0,010;0,044;
2024-07-01;0,029;0,052;0,057;0,095;0,006;-0,015;-0,017;-0,012;0,033;0,078;-0,011;0,002;-0,010;-0,083;-0,017;-0,007;0,040;
2024-07-02;0,030;0,053;0,058;0,088;0,002;-0,017;-0,017;-0,013;0,033;0,078;-0,011;0,003;-0,010;-0,087;-0,019;-0,011;0,043;
2024-07-03;0,032;0,055;0,059;0,083;0,005;-0,014;-0,017;-0,012;0,037;0,076;-0,011;0,002;-0,010;-0,085;-0,018;-0,009;0,043;
2024-07-04;0,031;0,052;0,056;0,079;0,006;-0,012;;;0,044;0,078;-0,011;0,005;-0,010;-0,084;-0,017;-0,008;0,041;
2024-07-05;0,030;0,052;0,057;0,081;0,007;-0,010;-0,016;-0,012;0,050;0,078;-0,011;0,004;-0,009;-0,080;-0,017;-0,008;0,041;
2024-07-08;0,032;0,054;0,059;0,086;0,007;-0,009;-0,016;-0,011;0,051;0,074;-0,010;0,005;-0,009;-0,082;-0,017;-0,008;0,042;
2024-07-09;0,039;0,057;0,062;0,087;0,006;-0,006;-0,016;-0,011;0,060;0,079;-0,010;0,004;-0,009;-0,082;-0,018;-0,011;0,041;
2024-07-10;0,039;0,056;0,060;0,088;0,007;-0,006;-0,016;-0,009;0,069;0,078;-0,010;0,007;-0,008;-0,083;-0,017;-0,009;0,044;
2024-07-11;0,044;0,061;0,064;0,095;0,012;-0,002;-0,015;-0,006;0,068;0,073;-0,010;0,012;-0,006;-0,082;-0,015;-0,006;0,049;
2024-07-12;0,043;0,060;0,064;0,099;0,022;0,008;-0,014;-0,005;0,073;0,078;-0,010;0,019;-0,005;-0,075;-0,010;0,003;;
2024-07-18;;;;;;;;;;;;;;;;;;
2024-07-19;;;;;;;;;;;;;;;;;0,055;
2024-07-22;0,028;0,051;0,057;0,098;0,023;0,016;-0,013;-0,001;0,068;0,081;-0,010;0,032;-0,003;-0,079;-0,007;0,008;0,063;
2024-07-23;0,032;0,058;0,065;0,106;0,022;0,012;-0,013;0,000;0,061;0,081;-0,010;0,037;-0,003;-0,079;-0,007;0,007;0,069;
2024-07-24;0,028;0,055;0,061;0,106;0,018;0,010;-0,013;-0,001;0,060;0,081;-0,010;0,034;-0,003;-0,081;-0,009;0,004;0,064;
2024-07-25;0,021;0,050;0,057;0,105;0,011;0,001;-0,012;-0,000;0,057;0,081;-0,009;0,030;-0,003;-0,082;-0,011;-0,000;;
2024-07-26;;;;;;;;;;;;;;;;;0,069;
2024-07-29;0,024;0,053;0,062;0,096;0,018;0,010;-0,012;0,002;0,064;0,090;-0,009;0,038;-0,002;-0,078;-0,007;0,007;0,070;
2024-07-30;0,023;0,054;0,062;0,100;0,017;0,009;-0,012;0,002;0,061;0,088;-0,009;0,039;-0,002;-0,077;-0,007;0,008;0,068;
2024-07-31;0,025;0,055;0,061;0,091;0,018;0,008;;;0,059;0,086;-0,009;0,041;-0,001;-0,078;-0,007;0,008;0,070;
2024-08-01;0,023;0,055;0,061;0,096;0,016;0,008;-0,011;0,005;0,061;0,082;-0,009;0,038;0,000;-0,081;-0,009;0,005;0,065;
2024-08-02;0,007;0,042;0,044;0,087;-0,003;-0,010;-0,010;0,008;0,057;0,072;-0,009;0,012;0,002;-0,097;-0,017;-0,009;;
2024-08-05;;;;;;;;;;;;;;;;;0,042;
2024-08-06;-0,015;0,029;0,036;0,081;-0,017;-0,027;-0,010;0,008;0,041;0,058;-0,009;-0,003;0,002;-0,110;-0,024;-0,023;0,040;
2024-08-07;-0,003;0,031;0,038;0,079;-0,006;-0,014;-0,011;0,004;0,058;0,060;-0,009;-0,001;-0,000;-0,100;-0,019;-0,013;0,038;
2024-08-08;-0,003;0,029;0,036;0,076;-0,009;-0,020;-0,011;0,004;0,054;0,060;-0,009;-0,003;-0,000;-0,102;-0,019;-0,014;0,041;
2024-08-09;0,002;0,036;0,041;0,082;-0,006;-0,014;-0,010;0,006;0,062;0,062;-0,009;-0,001;0,001;-0,098;-0,019;-0,013;0,043;
2024-08-12;0,005;0,036;0,040;0,081;-0,005;-0,015;-0,010;0,007;0,059;0,064;-0,009;0,000;0,001;-0,096;-0,018;-0,013;0,041;
2024-08-13;0,009;0,040;0,043;0,088;-0,003;-0,014;-0,010;0,010;0,061;0,061;-0,009;0,004;0,003;-0,095;-0,017;-0,011;0,045;
2024-08-14;;;;;;;;;;0,058;;;;;;;0,046;
2024-08-15;;;;;;;-0,010;0,006;0,063;;-0,009;0,016;0,000;-0,085;-0,013;-0,001;;
2024-08-16;0,019;0,049;0,053;0,096;0,005;-0,007;-0,010;0,008;0,063;0,067;-0,008;0,018;0,001;-0,085;-0,013;-0,001;0,053;
2024-08-19;0,018;0,047;0,051;0,094;0,008;-0,005;-0,010;0,009;0,068;0,064;-0,008;0,016;0,002;-0,085;-0,011;0,001;0,053;
2024-08-20;0,014;0,046;0,050;0,092;0,008;-0,004;-0,010;0,009;0,070;0,059;-0,008;0,012;0,002;-0,084;-0,011;0,000;0,049;
2024-08-21;0,009;0,043;0,048;0,090;0,006;-0,006;-0,009;0,010;0,061;0,059;-0,008;0,011;0,002;-0,087;-0,012;-0,001;0,049;
2024-08-22;0,012;0,044;0,050;0,092;0,010;-0,002;-0,009;0,009;0,064;0,060;-0,008;0,015;0,002;-0,085;-0,010;0,004;;
2024-08-27;;;;;;;;;;;;;;;;;0,049;
2024-08-28;0,010;0,043;0,049;0,091;0,011;0,002;-0,009;0,007;0,072;0,059;-0,008;0,019;0,001;-0,086;-0,007;0,008;0,049;
2024-08-29;0,011;0,044;0,050;0,093;0,012;0,009;-0,009;0,007;0,066;0,062;-0,008;0,017;0,000;-0,079;-0,006;0,010;0,052;
2024-08-30;0,014;0,047;0,052;0,095;0,016;0,014;-0,009;0,007;0,069;0,065;-0,008;0,020;-0,000;-0,076;-0,005;0,012;0,054;
2024-09-02;0,014;0,049;0,053;0,095;0,014;0,011;;;0,067;0,064;;;-0,001;-0,079;-0,005;0,011;0,056;
2024-09-03;0,010;0,048;0,053;0,097;0,012;0,009;-0,009;0,007;0,057;0,065;-0,008;0,016;0,000;-0,083;-0,007;0,010;0,049;
2024-09-04;0,006;0,043;0,047;0,090;0,005;0,004;-0,008;0,009;0,061;0,066;-0,008;0,010;0,001;-0,086;-0,009;0,005;;
2024-10-08;;;;;;;;;;;;;;;;;;
2024-10-09;;;;;;;;;;;;;;;;;;
2024-10-10;;;;;;;;;;;;;;;;;0,064;
2024-10-11;0,050;0,055;0,058;0,074;0,015;0,005;-0,007;0,000;0,088;0,070;-0,006;0,039;-0,001;-0,063;0,001;0,016;0,068;
2024-10-14;0,053;0,058;0,060;0,077;0,015;0,004;-0,007;0,001;0,082;0,074;-0,006;0,043;-0,001;-0,064;0,001;0,016;0,070;
2024-10-15;0,046;0,060;0,062;0,078;0,016;0,008;-0,006;0,004;0,081;0,074;-0,006;0,042;0,001;-0,061;0,001;0,018;0,068;
2024-10-16;0,045;0,052;0,054;0,076;0,011;0,004;-0,006;0,006;0,079;0,074;-0,006;0,045;0,001;-0,060;-0,000;0,015;0,067;
2024-10-17;0,045;0,058;0,061;0,080;0,013;0,005;-0,005;0,007;0,074;0,068;-0,006;0,054;0,002;-0,058;0,000;0,017;0,074;
2024-10-18;0,052;0,058;0,059;0,079;0,015;0,008;-0,005;0,007;0,072;0,068;-0,006;0,056;0,002;-0,058;0,002;0,018;0,070;
2024-10-21;0,050;0,059;0,060;0,082;0,015;0,008;-0,006;0,003;0,068;0,065;-0,006;0,058;-0,000;-0,058;0,001;0,018;0,069;
2024-10-22;0,046;0,055;0,058;0,078;0,010;0,001;-0,006;0,002;0,061;0,059;-0,006;0,054;-0,001;-0,060;-0,002;0,012;0,064;
2024-10-23;0,051;0,056;0,058;0,079;0,014;0,006;-0,006;0,001;0,058;0,063;-0,006;0,054;-0,001;-0,057;-0,001;0,014;0,062;
2024-10-24;0,047;0,054;0,056;0,083;0,015;0,011;-0,005;0,003;0,060;0,059;-0,005;0,056;0,000;-0,056;-0,001;0,013;0,060;
2024-10-25;0,049;0,055;0,057;0,078;0,015;0,009;-0,005;0,003;0,056;0,056;-0,005;0,054;0,000;-0,054;-0,001;0,012;;
2024-10-28;;;;;;;;;;;;;;;;;0,063;
2024-10-29;0,052;0,057;0,060;0,083;0,023;0,016;-0,006;0,004;0,058;0,068;-0,005;0,058;0,001;-0,051;0,001;0,016;0,065;
2024-10-30;0,048;0,057;0,059;0,079;0,018;0,013;-0,006;0,004;0,053;0,067;-0,005;0,060;0,001;-0,055;-0,000;0,011;0,062;
