
# ;[];[];[];[];[];[];[länsförsäkringar global index][länsförsäkringar global indexnära];[];[länsförsäkringar japan index][länsförsäkringar japan indexnära];[];[];[];[];[];[];[];[];
# ;lannebo sverige;lannebo sverige hållbar a;lannebo sverige plus;lannebo teknik;länsförsäkringar asienfond a;länsförsäkringar fastighetsfond a;länsförsäkringar global index;länsförsäkringar global vision a;länsförsäkringar japan index;länsförsäkringar kort räntefond;länsförsäkringar lång räntefond a;länsförsäkringar mix vision a;länsförsäkringar småbolag sverige vision a;länsförsäkringar sparmål 2015;länsförsäkringar sparmål 2020;länsförsäkringar sparmål 2025;länsförsäkringar sparmål 2030;
2025-03-05;0,024;0,008;0,027;0,011;0,016;-0,001;0,017;0,015;0,017;-0,002;-0,005;0,006;0,000;0,007;0,007;0,013;0,021;
2025-03-06;0,029;0,009;0,031;0,004;0,020;-0,019;0,007;0,005;0,019;-0,002;-0,007;0,002;-0,005;;;;;
2025-03-10;;;;;;;;;;;;;;0,002;0,002;0,005;0,010;
2025-03-11;0,013;-0,003;0,018;-0,016;0,005;-0,023;-0,012;-0,014;0,000;-0,002;-0,007;-0,008;-0,021;;;;;
2025-03-12;;;;;;;;;;;;;;-0,000;-0,000;0,002;0,005;
2025-03-13;0,012;0,001;0,016;-0,017;0,008;-0,024;-0,008;-0,008;0,010;-0,002;-0,007;-0,006;-0,019;;;;;
2025-03-14;;;;;;;;;;;;;;0,002;0,002;0,005;0,010;
2025-03-17;0,018;0,007;0,022;-0,009;0,015;-0,013;-0,002;-0,001;0,010;-0,001;-0,006;-0,001;-0,007;;;;;
2025-03-18;;;;;;;;;;;;;;0,001;0,001;0,004;0,009;
2025-03-19;0,016;0,007;0,019;-0,006;0,023;-0,018;0,001;0,003;0,015;-0,001;-0,007;0,001;-0,006;0,002;0,002;0,007;0,012;
2025-03-20;0,015;0,006;0,018;-0,008;0,023;-0,017;0,000;0,003;;-0,001;-0,007;0,001;-0,006;0,003;0,003;0,007;0,012;
2025-03-21;0,008;-0,000;0,011;-0,008;0,020;-0,020;-0,000;0,000;0,020;-0,001;-0,007;-0,002;-0,012;0,002;0,002;0,005;0,010;
2025-03-24;0,008;-0,002;0,011;-0,003;0,021;-0,029;0,005;0,004;0,012;-0,001;-0,007;-0,000;-0,012;0,003;0,003;0,007;0,012;
2025-03-25;0,008;-0,001;0,010;-0,002;0,014;-0,027;0,002;0,001;0,013;-0,001;-0,007;-0,002;-0,013;0,002;0,002;0,006;0,011;
2025-03-26;0,003;-0,006;0,008;-0,008;0,017;-0,029;-0,003;-0,004;0,013;-0,001;-0,006;-0,005;-0,021;0,001;0,001;0,004;0,007;
2025-03-27;-0,002;-0,007;0,001;-0,013;0,018;-0,026;-0,005;-0,007;0,011;-0,001;-0,006;-0,007;-0,023;0,000;0,000;0,002;0,005;
2025-03-28;-0,005;-0,010;-0,003;-0,025;0,014;-0,017;-0,013;-0,014;0,006;-0,001;-0,002;-0,010;-0,024;-0,001;-0,001;-0,001;0,001;
2025-03-31;-0,014;-0,017;-0,009;-0,025;;-0,019;-0,012;-0,014;-0,006;-0,001;-0,005;-0,011;-0,028;-0,002;-0,002;-0,001;-0,001;
2025-04-01;-0,011;-0,014;-0,009;-0,025;;-0,015;-0,012;-0,015;-0,008;-0,001;-0,003;-0,010;-0,021;-0,001;-0,001;-0,001;0,000;
2025-04-02;-0,014;-0,017;-0,017;-0,026;0,005;-0,017;-0,013;-0,016;-0,013;-0,001;-0,004;-0,011;-0,022;-0,002;-0,001;-0,002;-0,001;
2025-04-03;-0,032;-0,028;-0,028;-0,055;-0,007;-0,007;-0,039;-0,041;-0,025;-0,001;-0,002;-0,023;-0,027;-0,007;-0,007;-0,011;-0,016;
2025-04-04;-0,048;-0,045;-0,045;-0,062;;-0,019;-0,049;-0,049;-0,025;-0,001;0,002;-0,028;-0,044;-0,009;-0,009;-0,016;-0,024;
2025-04-07;-0,067;-0,065;-0,056;-0,068;-0,032;-0,051;-0,057;-0,059;-0,068;-0,001;0,002;-0,038;-0,064;;;;;
2025-04-08;-0,061;-0,057;-0,052;-0,072;;;;;;;;;;-0,014;-0,014;-0,024;-0,035;
2025-04-09;-0,077;-0,070;-0,070;-0,039;-0,036;-0,067;-0,029;-0,037;-0,048;-0,002;0,002;-0,032;-0,072;-0,011;-0,011;-0,018;-0,027;
2025-04-10;-0,061;-0,053;-0,057;-0,056;-0,033;-0,049;-0,045;-0,048;-0,021;-0,001;0,001;-0,033;-0,053;-0,012;-0,012;-0,019;-0,027;
2025-04-11;-0,060;-0,052;-0,058;-0,047;-0,026;-0,037;-0,035;-0,040;-0,030;-0,001;0,004;-0,029;-0,053;-0,010;-0,010;-0,016;-0,023;
2025-04-14;-0,048;-0,041;-0,047;-0,051;;-0,030;-0,039;-0,043;-0,034;-0,001;0,004;-0,028;-0,041;-0,010;-0,010;-0,015;-0,022;
2025-04-15;-0,039;-0,032;-0,037;-0,044;-0,018;-0,015;-0,033;-0,036;-0,022;-0,001;0,003;-0,022;-0,030;-0,007;-0,007;-0,011;-0,015;
2025-04-16;-0,041;-0,035;-0,042;-0,055;-0,024;-0,014;-0,042;-0,044;-0,026;-0,001;0,003;-0,026;-0,034;-0,009;-0,009;-0,014;-0,020;
2025-04-17;-0,045;-0,039;-0,043;-0,063;-0,025;-0,015;-0,048;-0,048;-0,025;-0,001;0,003;-0,028;-0,037;-0,010;-0,010;-0,016;-0,023;
2025-04-22;-0,042;-0,037;-0,043;-0,067;-0,028;-0,007;-0,052;-0,052;-0,028;-0,001;0,004;-0,029;-0,034;-0,010;-0,010;-0,017;-0,024;
2025-04-23;-0,032;-0,028;-0,027;-0,054;-0,012;-0,009;-0,040;-0,041;-0,020;-0,001;0,003;-0,023;-0,027;;;;;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;;;;;;;;-0,007;;;;;-0,004;-0,004;-0,007;-0,011;
2025-04-29;-0,027;-0,024;-0,026;-0,036;-0,013;-0,006;-0,026;-0,029;;-0,001;0,002;-0,017;-0,024;-0,003;-0,003;-0,006;-0,009;
2025-04-30;-0,022;-0,016;-0,021;-0,035;-0,008;0,003;-0,024;-0,026;-0,003;-0,001;0,003;-0,014;-0,015;-0,002;-0,002;-0,004;-0,006;
2025-05-02;-0,020;-0,012;-0,019;-0,024;-0,003;0,005;-0,018;-0,019;-0,004;-0,000;0,002;-0,010;-0,009;-0,001;-0,001;-0,001;-0,002;
2025-05-05;-0,019;-0,011;-0,018;-0,023;;0,005;-0,018;-0,019;;-0,000;0,002;-0,010;-0,009;;;;;
2025-05-06;;;;;;;;;;;;;;-0,002;-0,002;-0,004;-0,005;
2025-05-07;-0,023;-0,014;-0,023;-0,024;-0,001;0,001;-0,021;-0,021;-0,001;-0,000;0,003;-0,011;-0,013;-0,002;-0,002;-0,003;-0,004;
2025-05-08;-0,019;-0,012;-0,019;-0,019;0,000;-0,001;-0,016;-0,014;-0,003;-0,000;0,003;-0,008;-0,011;-0,000;-0,000;-0,000;-0,001;
2025-05-09;-0,016;-0,009;-0,015;-0,018;0,000;0,001;-0,015;-0,013;0,004;-0,000;0,003;-0,008;-0,009;0,000;0,000;0,000;0,000;
2025-05-12;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;;
