
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;storebrand emerging markets plus a;storebrand europa a;storebrand frn företagsobligation a;storebrand global all countries a;storebrand global företagsobligation a;storebrand global indeks a4;storebrand global low volatility a;storebrand global multifactor a;storebrand global plus a;storebrand global solutions a;storebrand grön obligation a;storebrand japan a;storebrand kortränta a;storebrand obligation a;storebrand sverige a;storebrand sverige plus a;storebrand usa a;
2024-12-02;0,040;-0,001;-0,005;0,086;-0,001;;0,045;0,074;0,094;0,067;-0,002;0,046;-0,005;0,004;0,011;0,011;0,092;
2024-12-03;0,043;0,002;-0,005;0,087;-0,002;;0,044;0,074;0,094;0,066;-0,002;0,054;-0,005;0,004;0,015;0,014;0,091;
2024-12-04;0,041;0,001;-0,005;0,086;-0,001;;0,040;0,073;0,094;0,065;-0,002;0,046;-0,005;0,003;0,018;0,018;0,092;
2024-12-05;0,039;0,003;-0,004;0,083;-0,001;;0,039;0,069;0,090;0,060;-0,003;0,045;-0,005;0,001;0,019;0,018;0,087;
2024-12-06;0,042;0,005;-0,004;0,085;-0,001;;0,039;0,070;0,093;0,062;-0,003;0,045;-0,005;0,002;0,021;0,020;0,090;
2024-12-09;;;;;;;;;;;;;;;;;;
2024-12-10;0,047;0,003;-0,004;0,084;-0,001;;0,037;0,068;0,090;0,061;-0,003;0,043;-0,004;0,001;0,018;0,017;0,087;
2024-12-11;0,046;0,003;-0,004;0,086;-0,001;;0,035;0,070;0,092;0,062;-0,003;0,043;-0,004;0,001;0,018;0,017;0,090;
2024-12-12;;;;;;;;;;;;;;;;;;
2024-12-13;0,046;0,000;-0,004;0,083;-0,003;;0,034;0,067;0,089;0,057;-0,004;0,039;-0,004;-0,001;0,013;0,012;0,087;
2024-12-16;0,041;-0,003;-0,004;0,080;-0,003;;0,029;0,063;0,085;0,054;-0,004;0,033;-0,004;-0,001;0,011;0,010;0,085;
2024-12-17;0,039;-0,003;-0,004;0,080;-0,003;;0,030;0,062;0,085;0,052;-0,005;0,035;-0,004;-0,001;0,009;0,008;0,085;
2024-12-18;0,041;-0,003;-0,004;0,071;-0,004;;0,025;0,055;0,076;0,043;-0,005;0,034;-0,004;-0,001;0,010;0,010;0,073;
2024-12-19;0,037;-0,012;-0,004;0,070;-0,005;;0,025;0,054;0,075;0,039;-0,006;0,024;-0,004;-0,004;-0,001;-0,001;0,074;
2024-12-20;0,033;-0,014;-0,004;0,073;-0,004;;0,028;0,058;0,079;0,044;-0,006;0,026;-0,004;-0,003;-0,001;-0,001;0,080;
2025-02-06;;;;;;;;;;;;;;;;;;
2025-02-18;;;;;;;;;;;;;;;;;;
2025-02-19;0,045;0,017;-0,000;0,083;-0,003;;0,036;0,063;0,085;0,054;-0,003;0,043;-0,002;-0,003;0,039;0,037;0,083;
2025-02-20;0,040;0,015;0,000;0,078;-0,003;;0,034;0,058;0,081;0,049;-0,003;0,040;-0,002;-0,003;0,041;0,039;0,078;
2025-02-21;0,045;0,016;0,000;0,073;-0,002;;0,032;0,052;0,075;0,043;-0,003;0,039;-0,002;-0,002;0,040;0,038;0,070;
2025-02-24;0,042;0,017;0,000;0,072;-0,001;;0,035;0,052;0,074;0,042;-0,003;;-0,002;-0,002;0,038;0,036;0,068;
2025-02-25;;;;;;;;;;;;;;;;;;
2025-02-26;0,041;0,022;0,000;0,070;-0,000;;0,034;0,051;0,072;0,045;-0,002;0,034;-0,002;-0,001;0,044;0,041;0,065;
2025-02-27;0,041;0,020;0,001;0,068;-0,000;;0,037;0,050;0,070;0,041;-0,001;0,041;-0,002;-0,001;0,039;0,037;0,063;
2025-02-28;0,030;0,019;0,001;0,071;0,000;;0,039;0,053;0,074;0,038;-0,001;0,029;-0,002;-0,001;0,037;0,035;0,069;
2025-03-03;0,023;0,019;0,001;0,060;-0,000;0,052;0,033;0,041;0,063;0,025;-0,002;0,031;-0,002;-0,002;0,038;0,035;0,055;
2025-03-04;0,020;0,011;0,001;0,054;-0,000;0,039;0,029;0,035;0,057;0,023;-0,001;0,032;-0,001;-0,001;0,024;0,021;0,049;
2025-03-05;0,017;0,013;0,001;0,049;-0,002;0,037;0,020;0,030;0,051;0,019;-0,003;0,019;-0,002;-0,005;0,033;0,029;0,042;
2025-03-06;0,019;0,011;0,001;0,041;-0,003;0,023;0,017;0,023;0,042;0,013;-0,005;0,021;-0,002;-0,008;0,032;0,028;0,029;
2025-03-10;;;;;;;;;;;;;;;;;;
2025-03-11;0,004;-0,005;0,001;0,023;-0,003;0,006;0,006;0,008;0,024;0,001;-0,005;0,003;-0,001;-0,008;0,017;0,014;0,010;
2025-03-12;;;;;;;;;;;;;;;;;;
2025-03-13;0,010;0,002;0,001;0,027;-0,004;0,008;0,008;0,011;0,027;0,005;-0,005;0,013;-0,001;-0,008;0,018;0,015;0,013;
2025-03-14;;;;;;;;;;;;;;;;;;
2025-03-17;0,014;0,008;0,001;0,034;-0,003;0,018;0,012;0,019;0,034;0,016;-0,005;0,014;-0,001;-0,007;0,024;0,022;0,020;
2025-03-18;;;;;;;;;;;;;;;;;;
2025-03-19;0,022;0,012;0,001;0,037;-0,002;0,018;0,015;0,022;0,037;0,021;-0,005;0,018;-0,001;-0,009;0,025;0,023;0,022;
2025-03-20;0,021;0,009;0,001;0,036;-0,002;0,019;0,014;0,021;0,036;0,020;-0,005;;-0,001;-0,008;0,024;0,022;0,022;
2025-03-21;0,017;0,005;0,001;0,035;-0,002;0,018;0,012;0,021;0,035;0,014;-0,005;0,023;-0,001;-0,008;0,018;0,016;0,021;
2025-03-24;0,018;0,003;0,001;0,039;-0,002;0,022;0,012;0,025;0,039;0,017;-0,005;0,015;-0,001;-0,009;0,018;0,016;0,029;
2025-03-25;0,012;0,002;0,001;0,037;-0,002;0,023;0,009;0,022;0,037;0,015;-0,005;0,016;-0,001;-0,009;0,019;0,017;0,026;
2025-03-26;0,013;-0,002;0,001;0,033;-0,003;0,017;0,011;0,019;0,032;0,010;-0,005;0,016;-0,001;-0,009;0,013;0,011;0,021;
2025-03-27;0,011;-0,003;0,001;0,031;-0,002;0,016;0,012;0,017;0,030;0,008;-0,004;0,014;-0,001;-0,008;0,009;0,008;0,019;
2025-03-28;0,007;-0,006;0,001;0,023;-0,001;0,008;0,009;0,010;0,022;0,002;-0,004;0,010;-0,001;-0,007;0,006;0,005;0,009;
2025-03-31;0,000;-0,012;0,001;0,024;-0,002;0,006;0,014;0,012;0,023;-0,001;-0,003;-0,003;-0,001;-0,006;-0,002;-0,003;0,013;
2025-04-01;0,001;-0,010;0,001;0,024;-0,001;0,010;0,011;0,011;0,023;-0,002;-0,003;-0,004;-0,001;-0,006;0,002;0,001;0,012;
2025-04-02;-0,001;-0,013;0,001;0,023;-0,001;0,012;0,008;0,011;0,022;-0,003;-0,003;-0,010;-0,001;-0,006;-0,001;-0,001;0,012;
2025-04-03;-0,016;-0,023;0,000;-0,001;0,000;-0,015;-0,002;-0,015;-0,003;-0,022;-0,003;-0,021;-0,001;-0,005;-0,016;-0,016;-0,019;
2025-04-04;-0,011;-0,033;-0,001;-0,009;-0,001;-0,035;-0,007;-0,022;-0,012;-0,028;-0,002;-0,020;-0,001;-0,002;-0,034;-0,034;-0,029;
2025-04-07;-0,040;-0,056;-0,002;-0,020;-0,003;-0,044;-0,019;-0,032;-0,021;-0,040;-0,003;-0,063;-0,001;-0,002;-0,056;-0,056;-0,031;
2025-04-08;-0,041;-0,047;-0,002;-0,023;-0,003;-0,039;-0,024;-0,035;-0,024;-0,046;-0,003;-0,037;-0,001;-0,003;-0,047;-0,047;-0,039;
2025-04-09;-0,044;-0,054;-0,003;0,003;-0,005;-0,014;-0,009;-0,010;0,005;-0,023;-0,002;-0,044;-0,001;-0,001;-0,061;-0,061;0,002;
2025-04-10;-0,038;-0,043;-0,002;-0,010;-0,003;-0,021;-0,019;-0,024;-0,009;-0,035;-0,002;-0,018;-0,001;-0,001;-0,041;-0,040;-0,023;
2025-04-11;-0,028;-0,033;-0,003;0,000;-0,004;-0,021;-0,009;-0,015;0,000;-0,023;-0,002;-0,026;-0,001;0,000;-0,040;-0,040;-0,012;
2025-04-14;-0,031;-0,031;-0,003;;-0,003;-0,021;-0,012;-0,019;;-0,024;-0,001;-0,031;-0,001;0,001;-0,029;-0,028;-0,018;
2025-04-15;-0,021;-0,019;-0,003;;-0,002;-0,018;-0,006;-0,012;;-0,016;-0,001;-0,018;-0,001;0,000;-0,019;-0,019;-0,013;
2025-04-16;-0,027;-0,020;-0,002;;-0,001;-0,020;-0,011;-0,019;;-0,023;-0,001;-0,022;-0,001;0,000;-0,023;-0,023;-0,025;
2025-04-17;-0,030;-0,028;-0,002;;-0,000;-0,024;-0,015;-0,024;;-0,026;-0,002;-0,021;-0,001;-0,001;-0,026;-0,026;-0,031;
2025-04-22;-0,033;-0,026;-0,002;;-0,001;-0,030;-0,017;-0,026;;-0,030;-0,001;-0,025;-0,001;0,001;-0,024;-0,023;-0,035;
2025-04-23;-0,019;-0,019;-0,002;;-0,001;-0,024;-0,014;-0,016;;-0,021;-0,001;-0,016;-0,000;0,000;-0,017;-0,016;-0,024;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;;;;;;;;;;;-0,005;;;;;;
2025-04-29;-0,014;-0,009;-0,001;;0,001;-0,009;-0,006;-0,005;;-0,004;-0,000;;-0,000;0,001;-0,013;-0,013;-0,008;
2025-04-30;-0,011;-0,007;-0,001;;0,001;-0,007;-0,002;-0,004;;-0,005;0,000;0,000;-0,000;0,001;-0,005;-0,005;-0,006;
2025-05-02;-0,005;-0,002;-0,000;;0,000;0,004;-0,002;-0,001;;-0,000;-0,000;0,000;-0,000;0,000;-0,000;-0,000;0,000;
2025-05-05;0,000;0,000;0,000;;0,000;0,000;0,000;0,000;;0,000;0,000;;0,000;0,000;0,000;0,000;0,000;
